norm_name,CODEISO3,ambiguité,dep_code
chapelle orbais,FRA,1,51
chapelle oreuse,FRA,1,89
chapelle orthemale,FRA,1,36
chapelle oudon,FRA,1,49
chapelle palluau,FRA,1,85
chapelle pots,FRA,1,17
chapelle pouilloux,FRA,1,79
chapelle pres sees,FRA,1,61
chapelle rablais,FRA,1,77
chapelle rainsouin,FRA,1,53
chapelle rambaud,FRA,1,74
chapelle reanville,FRA,1,27
chapelle reine,FRA,1,77
chapelle riboul,FRA,1,53
chapelle royale,FRA,1,28
chapelle saint andre,FRA,1,58
chapelle saint aubert,FRA,1,35
chapelle saint aubin,FRA,1,72
chapelle saint etienne,FRA,1,79
chapelle saint fray,FRA,1,72
chapelle saint geraud,FRA,1,19
chapelle saint jean,FRA,1,24
chapelle saint laud,FRA,1,49
chapelle saint laurent,FRA,1,79
chapelle saint laurian,FRA,1,36
chapelle saint luc,FRA,1,10
chapelle saint martial,FRA,1,23
chapelle saint martin,FRA,1,73
chapelle saint martin plaine,FRA,1,41
chapelle saint maurice,FRA,1,74
chapelle saint melaine,FRA,1,35
chapelle saint mesmin,FRA,1,45
chapelle saint ouen,FRA,1,76
chapelle saint quillain,FRA,1,70
chapelle saint remy,FRA,1,72
chapelle saint sauveur,FRA,1,71
chapelle saint sepulcre,FRA,1,45
chapelle saint sulpice,FRA,1,77
chapelle saint ursin,FRA,1,18
chapelle saints,FRA,1,19
chapelle serval,FRA,1,60
chapelle souef,FRA,1,61
chapelle spinasse,FRA,1,19
chapelle surieu,FRA,1,38
chapelle taillefert,FRA,1,23
chapelle thecle,FRA,1,71
chapelle themer,FRA,1,85
chapelle thireuil,FRA,1,79
chapelle thouarault,FRA,1,35
chapelle tour,FRA,1,38
chapelle uchon,FRA,1,71
chapelle uree,FRA,1,50
chapelle usson,FRA,1,63
chapelle valgaudemar,FRA,1,05
chapelle vallon,FRA,1,10
chapelle vaupelteigne,FRA,1,89
chapelle vendomoise,FRA,1,41
chapelle vercors,FRA,1,26
chapelle veronge,FRA,1,77
chapelle vexin,FRA,1,95
chapelle vicomtesse,FRA,1,41
chapelle viel,FRA,1,61
chapelle villars,FRA,1,42
chapelle viviers,FRA,1,86
chapelle voland,FRA,1,39
chapelles,FRA,1,73
chapelles bourbon,FRA,1,77
chapelon,FRA,1,45
chapelotte,FRA,1,18
chapery,FRA,1,74
chapet,FRA,1,78
chapois,FRA,1,39
chaponnay,FRA,1,69
chaponost,FRA,1,69
chaptelat,FRA,1,87
chaptuzat,FRA,1,63
charancieu,FRA,1,38
charantonnay,FRA,1,38
charavines,FRA,1,38
charbogne,FRA,1,08
charbonnat,FRA,1,71
charbonnier mines,FRA,1,63
charbonnieres bains,FRA,1,69
charbonnieres sapins,FRA,1,25
charbonnieres varennes,FRA,1,63
charbonnieres vieilles,FRA,1,63
charbuy,FRA,1,89
charce saint ellier aubance,FRA,1,49
charcenne,FRA,1,70
charchigne,FRA,1,53
charchilla,FRA,1,39
charcier,FRA,1,39
chard,FRA,1,23
chardeny,FRA,1,08
chardogne,FRA,1,55
chardonnay,FRA,1,71
chareil cintrat,FRA,1,03
charencey,FRA,1,21
charency,FRA,1,39
charency vezin,FRA,1,54
charens,FRA,1,26
charensat,FRA,1,63
charentay,FRA,1,69
charentenay,FRA,1,89
charentilly,FRA,1,37
charenton cher,FRA,1,18
charenton pont,FRA,1,94
charentonnay,FRA,1,18
charette varennes,FRA,1,71
charey,FRA,1,54
charezier,FRA,1,39
charge,FRA,1,37
chargey gray,FRA,1,70
chargey port,FRA,1,70
chariez,FRA,1,70
charigny,FRA,1,21
charite,FRA,1,58
charite loire,FRA,1,58
charix,FRA,1,01
charlas,FRA,1,31
charleville bois,FRA,1,57
charleville mezieres,FRA,1,08
charlieu,FRA,1,42
charly marne,FRA,1,02
charly oradour,FRA,1,57
charmant,FRA,1,16
charmauvillers,FRA,1,25
charmee,FRA,1,71
charmeil,FRA,1,03
charmel,FRA,1,02
charmensac,FRA,1,15
charmentray,FRA,1,77
charmes angle,FRA,1,52
charmes cote,FRA,1,54
charmes grande,FRA,1,52
charmes herbasse,FRA,1,26
charmes rhone,FRA,1,07
charmes saint valbert,FRA,1,70
charmois devant bruyeres,FRA,1,88
charmois orgueilleux,FRA,1,88
charmont barbuise,FRA,1,10
charmont beauce,FRA,1,45
charmont marne,FRA,1,02
charmontois,FRA,1,51
charmontois roi,FRA,1,51
charnas,FRA,1,07
charnat,FRA,1,63
charnay chalon,FRA,1,71
charnay macon,FRA,1,71
charnecles,FRA,1,38
charnizay,FRA,1,37
charnod,FRA,1,39
charnois,FRA,1,08
charnoz,FRA,1,01
charnoz ain,FRA,1,01
charny bachot,FRA,1,10
charny meuse,FRA,1,55
charny oree puisaye,FRA,1,89
charolles,FRA,1,71
charols,FRA,1,26
charonville,FRA,1,28
charost,FRA,1,18
charpentry,FRA,1,55
charpey,FRA,1,26
charpont,FRA,1,28
charquemont,FRA,1,25
charrais,FRA,1,86
charraix,FRA,1,43
charras,FRA,1,16
charray,FRA,1,28
charre,FRA,1,64
charrecey,FRA,1,71
charrey,FRA,1,21
charrey saone,FRA,1,21
charrey seine,FRA,1,21
charriere,FRA,1,79
charrin,FRA,1,58
charritte bas,FRA,1,64
chars,FRA,1,95
charsonville,FRA,1,45
chartainvilliers,FRA,1,28
charteves,FRA,1,02
chartre loir,FRA,1,72
chartres,FRA,1,28
chartres bretagne,FRA,1,35
chartrettes,FRA,1,77
chartrier ferriere,FRA,1,19
chartronges,FRA,1,77
chartuzac,FRA,1,17
charvieu,FRA,1,38
charvieu chavagneux,FRA,1,38
charvonnex,FRA,1,74
chas,FRA,1,63
chaserey,FRA,1,10
chasnais,FRA,1,85
chasnay,FRA,1,58
chasne illet,FRA,1,35
chaspinhac,FRA,1,43
chaspuzac,FRA,1,43
chassagne montrachet,FRA,1,21
chassagne saint denis,FRA,1,25
chassagnes,FRA,1,43
chassagny,FRA,1,69
chassaignes,FRA,1,24
chassal,FRA,1,39
chassant,FRA,1,28
chasse rhone,FRA,1,38
chasseguey,FRA,1,50
chasselas,FRA,1,71
chassemy,FRA,1,02
chassenard,FRA,1,03
chasseneuil bonnieure,FRA,1,16
chasseneuil poitou,FRA,1,86
chassenon,FRA,1,16
chasserades,FRA,1,48
chassey beaupre,FRA,1,55
chassey camp,FRA,1,71
chassey montbozon,FRA,1,70
chassey scey,FRA,1,70
chassiecq,FRA,1,16
chassiers,FRA,1,07
chassieu,FRA,1,69
chassignelles,FRA,1,89
chassignieu,FRA,1,38
chassigny,FRA,1,52
chassigny aisey,FRA,1,52
chassigny dun,FRA,1,71
chassille,FRA,1,72
chassors,FRA,1,16
chastang,FRA,1,19
chastanier,FRA,1,48
chasteaux,FRA,1,19
chastel,FRA,1,43
chastel arnaud,FRA,1,26
chastel murat,FRA,1,15
chastel nouvel,FRA,1,48
chastellux cure,FRA,1,89
chastreix,FRA,1,63
chataigneraie,FRA,1,85
chatain,FRA,1,86
chataincourt,FRA,1,28
chatas,FRA,1,88
chateau abbaye,FRA,1,59
chateau allier,FRA,1,03
chateau almeneches,FRA,1,61
chateau arnoux,FRA,1,04
chateau arnoux saint auban,FRA,1,04
chateau bernard,FRA,1,38
chateau brehain,FRA,1,57
chateau chalon,FRA,1,39
chateau cher,FRA,1,63
chateau chervix,FRA,1,87
chateau chinon campagne,FRA,1,58
chateau chinon ville,FRA,1,58
chateau epte,FRA,1,27
chateau eveque,FRA,1,24
chateau gaillard,FRA,1,01
chateau garnier,FRA,1,86
chateau gontier,FRA,1,53
chateau guibert,FRA,1,85
chateau hermitage,FRA,1,72
chateau landon,FRA,1,77
chateau larcher,FRA,1,86
chateau loir,FRA,1,72
chateau neuf oze,FRA,1,05
chateau oleron,FRA,1,17
chateau olonne,FRA,1,85
chateau porcien,FRA,1,08
chateau pres,FRA,1,39
chateau renard,FRA,1,45
chateau renault,FRA,1,37
chateau rouge,FRA,1,57
chateau salins,FRA,1,57
chateau thebaud,FRA,1,44
chateau thierry,FRA,1,02
chateau valliere,FRA,1,37
chateau verdun,FRA,1,09
chateau ville vieille,FRA,1,05
chateau voue,FRA,1,57
chateaubernard,FRA,1,16
chateaubleau,FRA,1,77
chateaubriant,FRA,1,44
chateaudun,FRA,1,28
chateaufort,FRA,1,04
chateaugay,FRA,1,63
chateaugiron,FRA,1,35
chateaulin,FRA,1,29
chateaumeillant,FRA,1,18
chateauneuf bains,FRA,1,63
chateauneuf bordette,FRA,1,26
chateauneuf charente,FRA,1,16
chateauneuf cher,FRA,1,18
chateauneuf contes,FRA,1,06
chateauneuf entraunes,FRA,1,06
chateauneuf faou,FRA,1,29
chateauneuf foret,FRA,1,87
chateauneuf gadagne,FRA,1,84
chateauneuf galaure,FRA,1,26
chateauneuf grasse,FRA,1,06
chateauneuf ille vilaine,FRA,1,35
chateauneuf isere,FRA,1,26
chateauneuf loire,FRA,1,45
chateauneuf martigues,FRA,1,13
chateauneuf miravail,FRA,1,04
chateauneuf oze,FRA,1,05
chateauneuf pape,FRA,1,84
chateauneuf randon,FRA,1,48
chateauneuf rhone,FRA,1,26
chateauneuf rouge,FRA,1,13
chateauneuf sarthe,FRA,1,49
chateauneuf thymerais,FRA,1,28
chateauneuf val bargis,FRA,1,58
chateauneuf val saint donat,FRA,1,04
chateauneuf vernoux,FRA,1,07
chateauneuf villevieille,FRA,1,06
chateauponsac,FRA,1,87
chateauredon,FRA,1,04
chateauroux alpes,FRA,1,05
chateauthebaud,FRA,1,44
chateauvert,FRA,1,83
chateauvieux fosses,FRA,1,25
chateauvilain,FRA,1,38
chateauvillain,FRA,1,52
chatel censoir,FRA,1,89
chatel chehery,FRA,1,08
chatel gerard,FRA,1,89
chatel guyon,FRA,1,63
chatel joux,FRA,1,39
chatel montagne,FRA,1,03
chatel moron,FRA,1,71
chatel moselle,FRA,1,88
chatel neuvre,FRA,1,03
chatel saint germain,FRA,1,57
chatelaillon plage,FRA,1,17
chatelain,FRA,1,53
chatelaine,FRA,1,39
chatelais,FRA,1,49
chatelaudren,FRA,1,22
chatelay,FRA,1,39
chatelblanc,FRA,1,25
chateldon,FRA,1,63
chatelet brie,FRA,1,77
chatelet meuse,FRA,1,52
chatelet retourne,FRA,1,08
chatelet sormonne,FRA,1,08
chatelets,FRA,1,28
chateley,FRA,1,39
chatelguyon,FRA,1,63
chatelier,FRA,1,51
chatellenot,FRA,1,21
chatellerault,FRA,1,86
chatelliers dame,FRA,1,28
chatelperron,FRA,1,03
chatelraould saint louvent,FRA,1,51
chatelus malvaleix,FRA,1,23
chatelus marcheix,FRA,1,23
chatenay france,FRA,1,95
chatenay macheron,FRA,1,52
chatenay malabry,FRA,1,92
chatenay seine,FRA,1,77
chatenay vaudin,FRA,1,52
chatenet,FRA,1,17
chatenet dognon,FRA,1,87
chateney,FRA,1,70
chatenois forges,FRA,1,90
chatenoy bresse,FRA,1,71
chatenoy royal,FRA,1,71
chatignac,FRA,1,16
chatignonville,FRA,1,91
chatillon bazois,FRA,1,58
chatillon borde,FRA,1,77
chatillon broue,FRA,1,51
chatillon chalaronne,FRA,1,01
chatillon cher,FRA,1,41
chatillon cluses,FRA,1,74
chatillon coligny,FRA,1,45
chatillon colmont,FRA,1,53
chatillon cotes,FRA,1,55
chatillon diois,FRA,1,26
chatillon duc,FRA,1,25
chatillon dunois,FRA,1,28
chatillon guyotte,FRA,1,25
chatillon indre,FRA,1,36
chatillon lison,FRA,1,25
chatillon loire,FRA,1,45
chatillon marne,FRA,1,51
chatillon michaille,FRA,1,01
chatillon morin,FRA,1,51
chatillon oise,FRA,1,02
chatillon palud,FRA,1,01
chatillon roi,FRA,1,45
chatillon saint jean,FRA,1,26
chatillon saone,FRA,1,88
chatillon seine,FRA,1,21
chatillon sevre,FRA,1,79
chatillon sons,FRA,1,02
chatillon thouet,FRA,1,79
chatillon vendelais,FRA,1,35
chatin,FRA,1,58
chatonrupt,FRA,1,52
chatonrupt sommermont,FRA,1,52
chatou,FRA,1,78
chatre,FRA,1,36
chatre langlin,FRA,1,36
chatres cher,FRA,1,41
chatres foret,FRA,1,53
chatrices,FRA,1,51
chattancourt,FRA,1,55
chatte,FRA,1,38
chatuzange goubet,FRA,1,26
chaucenne,FRA,1,25
chauchailles,FRA,1,48
chauche,FRA,1,85
chauchet,FRA,1,23
chauchigny,FRA,1,10
chauconin neufmontiers,FRA,1,77
chaudardes,FRA,1,02
chaudebonne,FRA,1,26
chaudefonds layon,FRA,1,49
chaudenay chateau,FRA,1,21
chaudenay ville,FRA,1,21
chaudeney moselle,FRA,1,54
chaudes aigues,FRA,1,15
chaudeyrac,FRA,1,48
chaudeyrolles,FRA,1,43
chaudiere,FRA,1,26
chaudon,FRA,1,28
chaudon norante,FRA,1,04
chaudrey,FRA,1,10
chaudun,FRA,1,02
chauffailles,FRA,1,71
chauffayer,FRA,1,05
chauffecourt,FRA,1,88
chauffour bailly,FRA,1,10
chauffour etrechy,FRA,1,91
chauffour vell,FRA,1,19
chauffours,FRA,1,28
chauffourt,FRA,1,52
chauffry,FRA,1,77
chaufour bonnieres,FRA,1,78
chaufour dame,FRA,1,72
chaugey,FRA,1,21
chaulgnes,FRA,1,58
chaulhac,FRA,1,48
chaulieu,FRA,1,50
chaulme,FRA,1,63
chaulnes,FRA,1,80
chaum,FRA,1,31
chaumard,FRA,1,58
chaume,FRA,1,21
chaume baigneux,FRA,1,21
chaume courchamp,FRA,1,21
chaumeil,FRA,1,19
chaumercenne,FRA,1,70
chaumergy,FRA,1,39
chaumes brie,FRA,1,77
chaumes retz,FRA,1,44
chaumesnil,FRA,1,10
chaumont aire,FRA,1,55
chaumont bois,FRA,1,21
chaumont bourg,FRA,1,63
chaumont devant damvillers,FRA,1,55
chaumont loire,FRA,1,41
chaumont porcien,FRA,1,08
chaumont tharonne,FRA,1,41
chaumont vexin,FRA,1,60
chaumont ville,FRA,1,52
chaumontel,FRA,1,95
chaumousey,FRA,1,88
chaumoux marcilly,FRA,1,18
chaumussay,FRA,1,37
chaumusse,FRA,1,39
chaumuzy,FRA,1,51
chaunac,FRA,1,17
chaunay,FRA,1,86
chauny,FRA,1,02
chauray,FRA,1,79
chauriat,FRA,1,63
chaussade,FRA,1,23
chaussan,FRA,1,69
chaussee ivry,FRA,1,28
chaussee marne,FRA,1,51
chaussee saint victor,FRA,1,41
chaussee tirancourt,FRA,1,80
chaussenac,FRA,1,15
chaussenans,FRA,1,39
chausseterre,FRA,1,42
chaussin,FRA,1,39
chaussoy epagny,FRA,1,80
chautay,FRA,1,18
chauvac,FRA,1,26
chauvac laux montaux,FRA,1,26
chauve,FRA,1,44
chauvency chateau,FRA,1,55
chauvency saint hubert,FRA,1,55
chauvigne,FRA,1,35
chauvigny,FRA,1,86
chauvigny perche,FRA,1,41
chauvincourt,FRA,1,27
chauvincourt provemont,FRA,1,27
chauvirey chatel,FRA,1,70
chauvirey vieil,FRA,1,70
chauvoncourt,FRA,1,55
chauvry,FRA,1,95
chaux bresse,FRA,1,39
chaux champagny,FRA,1,39
chaux chatillon,FRA,1,25
chaux clerval,FRA,1,25
chaux crotenay,FRA,1,39
chaux dombief,FRA,1,39
chaux lotiere,FRA,1,70
chaux neuve,FRA,1,25
chaux passavant,FRA,1,25
chaux port,FRA,1,70
chaux pres,FRA,1,39
chauzon,FRA,1,07
chavagne,FRA,1,35
chavagnes,FRA,1,49
chavagnes paillers,FRA,1,85
chavagnes redoux,FRA,1,85
chavaignes,FRA,1,49
chavanac,FRA,1,19
chavanat,FRA,1,23
chavanatte,FRA,1,90
chavanay,FRA,1,42
chavanges,FRA,1,10
chavaniac lafayette,FRA,1,43
chavannaz,FRA,1,74
chavannes etang,FRA,1,68
chavannes grands,FRA,1,90
chavannes maurienne,FRA,1,73
chavannes reyssouze,FRA,1,01
chavannes suran,FRA,1,01
chavanod,FRA,1,74
chavanoz,FRA,1,38
chavaroux,FRA,1,63
chavatte,FRA,1,80
chaveignes,FRA,1,37
chavelot,FRA,1,88
chavenay,FRA,1,78
chavencon,FRA,1,60
chavenon,FRA,1,03
chaveria,FRA,1,39
chaveroche,FRA,1,19
chaveyriat,FRA,1,01
chavignon,FRA,1,02
chavigny bailleul,FRA,1,27
chaville,FRA,1,92
chavin,FRA,1,36
chavonne,FRA,1,02
chavornay,FRA,1,01
chavot courcourt,FRA,1,51
chavoy,FRA,1,50
chavroches,FRA,1,03
chazay,FRA,1,69
chazay azergues,FRA,1,69
chaze,FRA,1,48
chaze argos,FRA,1,49
chaze henry,FRA,1,49
chaze peyre,FRA,1,48
chazeaux,FRA,1,07
chazelet,FRA,1,36
chazelles albe,FRA,1,54
chazelles lavieu,FRA,1,42
chazelles lyon,FRA,1,42
chazemais,FRA,1,03
chazey ain,FRA,1,01
chazey bons,FRA,1,01
chazilly,FRA,1,21
chazot,FRA,1,25
checy,FRA,1,45
chedigny,FRA,1,37
chef boutonne,FRA,1,79
chef haut,FRA,1,88
cheffes,FRA,1,49
cheffois,FRA,1,85
cheignieu balme,FRA,1,01
cheille,FRA,1,37
cheilly maranges,FRA,1,71
chein dessus,FRA,1,31
cheissoux,FRA,1,87
cheix,FRA,1,63
cheix retz,FRA,1,44
chelan,FRA,1,32
chelers,FRA,1,62
chelieu,FRA,1,38
chelle debat,FRA,1,65
chelle spou,FRA,1,65
chelun,FRA,1,35
chemaudin,FRA,1,25
chemaze,FRA,1,53
chemellier,FRA,1,49
chemenot,FRA,1,39
chemere roi,FRA,1,53
chemery bar,FRA,1,08
chemery chehery,FRA,1,08
chemery deux,FRA,1,57
chemilla,FRA,1,39
chemille,FRA,1,49
chemille anjou,FRA,1,49
chemille deme,FRA,1,37
chemille indrois,FRA,1,37
chemilli,FRA,1,61
chemilly serein,FRA,1,89
chemilly yonne,FRA,1,89
chemin aisey,FRA,1,21
cheminas,FRA,1,07
cheminon,FRA,1,51
cheminot,FRA,1,57
chemire charnie,FRA,1,72
chemire gaudin,FRA,1,72
chemy,FRA,1,59
chenac gironde,FRA,1,17
chenac saint seurin uzet,FRA,1,17
chenailler mascheix,FRA,1,19
chenalotte,FRA,1,25
chenas,FRA,1,69
chenay chatel,FRA,1,71
chene,FRA,1,10
chene bernard,FRA,1,39
chene sec,FRA,1,39
chene semine,FRA,1,74
chenebier,FRA,1,70
chenecey buillon,FRA,1,25
cheneche,FRA,1,86
chenehutte tuffeaux,FRA,1,49
chenelette,FRA,1,69
chenerailles,FRA,1,23
chenevelles,FRA,1,86
chenevieres,FRA,1,54
chenevrey morogne,FRA,1,70
chenex,FRA,1,74
cheney,FRA,1,89
chenicourt,FRA,1,54
chenieres,FRA,1,54
chenille champteusse,FRA,1,49
chenimenil,FRA,1,88
chennebrun,FRA,1,27
chennegy,FRA,1,10
chennevieres louvres,FRA,1,95
chennevieres marne,FRA,1,94
chenois,FRA,1,57
chenoise,FRA,1,77
chenommet,FRA,1,16
chenon,FRA,1,16
chenonceaux,FRA,1,37
chenou,FRA,1,77
chenove,FRA,1,21
chenoves,FRA,1,71
chens,FRA,1,74
chens leman,FRA,1,74
chenu,FRA,1,72
cheny,FRA,1,89
chepniers,FRA,1,17
chepoix,FRA,1,60
cheppe,FRA,1,51
cheppes prairie,FRA,1,51
cheppy,FRA,1,55
cheptainville,FRA,1,91
cherac,FRA,1,17
cheraute,FRA,1,64
cherbonnieres,FRA,1,17
cherbourg,FRA,1,50
cherbourg cotentin,FRA,1,50
cherbourg octeville,FRA,1,50
cherence,FRA,1,95
cherence heron,FRA,1,50
cherence roussel,FRA,1,50
chereng,FRA,1,59
cheres,FRA,1,69
cheret,FRA,1,02
cheriennes,FRA,1,62
cherier,FRA,1,42
cherigne,FRA,1,79
cherisay,FRA,1,72
cherisey,FRA,1,57
cherizet,FRA,1,71
chermignac,FRA,1,17
chermisey,FRA,1,88
chermizy ailles,FRA,1,02
cheronnac,FRA,1,87
cheronvilliers,FRA,1,27
cheroy,FRA,1,89
cherreau,FRA,1,72
cherrueix,FRA,1,35
cherval,FRA,1,24
cherveix cubas,FRA,1,24
cherves chatelars,FRA,1,16
cherves cognac,FRA,1,16
cherves richemont,FRA,1,16
chervettes,FRA,1,17
cherveux,FRA,1,79
chervey,FRA,1,10
cherville,FRA,1,51
chery,FRA,1,18
chery chartreuve,FRA,1,02
chery pouilly,FRA,1,02
chery rozoy,FRA,1,02
chesley,FRA,1,10
chesnay,FRA,1,78
chesnois auboncourt,FRA,1,08
chesny,FRA,1,57
chessenaz,FRA,1,74
chessy pres,FRA,1,10
cheu,FRA,1,89
cheuge,FRA,1,21
cheust,FRA,1,65
cheux,FRA,1,14
chevagnes,FRA,1,03
chevagny chevrieres,FRA,1,71
chevagny guye,FRA,1,71
chevaigne,FRA,1,35
chevaigne maine,FRA,1,53
chevain,FRA,1,72
cheval blanc,FRA,1,84
chevaline,FRA,1,74
chevallerais,FRA,1,44
chevanceaux,FRA,1,17
chevannay,FRA,1,21
chevannes changy,FRA,1,58
chevennes,FRA,1,02
chevenon,FRA,1,58
chevenoz,FRA,1,74
cheverny,FRA,1,41
cheveuges,FRA,1,08
cheveuges saint aignan,FRA,1,08
chevieres,FRA,1,08
chevigney ognon,FRA,1,25
chevigney vercel,FRA,1,25
chevigny,FRA,1,39
chevigny saint sauveur,FRA,1,21
chevigny valiere,FRA,1,21
chevillard,FRA,1,01
cheville,FRA,1,72
chevillon,FRA,1,52
chevillon huillard,FRA,1,45
chevillotte,FRA,1,25
chevilly,FRA,1,45
chevilly larue,FRA,1,94
chevinay,FRA,1,69
chevincourt,FRA,1,60
chevrainvilliers,FRA,1,77
chevreaux,FRA,1,39
chevregny,FRA,1,02
chevremont,FRA,1,90
chevremont fontenelle,FRA,1,90
chevrerie,FRA,1,16
chevresis monceau,FRA,1,02
chevreuse,FRA,1,78
chevreville,FRA,1,60
chevrier,FRA,1,74
chevroches,FRA,1,58
chevroliere,FRA,1,44
chevrotaine,FRA,1,39
chevroux,FRA,1,01
chevroz,FRA,1,25
chevru,FRA,1,77
chevry,FRA,1,01
chevry bignon,FRA,1,45
chevry cossigny,FRA,1,77
chevry sereine,FRA,1,77
chey,FRA,1,79
cheylade,FRA,1,15
cheylard,FRA,1,07
cheylard eveque,FRA,1,48
cheylas,FRA,1,38
cheyssieu,FRA,1,38
chezal benoit,FRA,1,18
chezeaux,FRA,1,52
chezelle,FRA,1,03
chezeneuve,FRA,1,38
chezery,FRA,1,01
chezery forens,FRA,1,01
chezy,FRA,1,03
chezy marne,FRA,1,02
chezy orxois,FRA,1,02
chiatra,FRA,1,2B
chiche,FRA,1,79
chicheboville,FRA,1,14
chichee,FRA,1,89
chichery,FRA,1,89
chichey,FRA,1,51
chichilianne,FRA,1,38
chiconi,FRA,1,976
chicourt,FRA,1,57
chidrac,FRA,1,63
chierry,FRA,1,02
chieulles,FRA,1,57
chigne,FRA,1,49
chignin,FRA,1,73
chigny,FRA,1,02
chigny roses,FRA,1,51
chilhac,FRA,1,43
chillac,FRA,1,16
chille,FRA,1,39
chilleurs bois,FRA,1,45
chillou,FRA,1,79
chilly mazarin,FRA,1,91
chilly salins,FRA,1,39
chilly vignoble,FRA,1,39
chimilin,FRA,1,38
chindrieux,FRA,1,73
chinon,FRA,1,37
chipilly,FRA,1,80
chirac,FRA,1,16
chirac bellevue,FRA,1,19
chirassimont,FRA,1,42
chirat eglise,FRA,1,03
chire montreuil,FRA,1,86
chirens,FRA,1,38
chirmont,FRA,1,80
chirols,FRA,1,07
chirongui,FRA,1,976
chiroubles,FRA,1,69
chiry ourscamp,FRA,1,60
chiry ourscamps,FRA,1,60
chis,FRA,1,65
chissay touraine,FRA,1,41
chisseaux,FRA,1,37
chisseria,FRA,1,39
chissey,FRA,1,39
chissey loue,FRA,1,39
chissey macon,FRA,1,71
chissey morvan,FRA,1,71
chitenay,FRA,1,41
chitray,FRA,1,36
chitry,FRA,1,89
chitry mines,FRA,1,58
chives,FRA,1,17
chivres,FRA,1,21
chivres laonnois,FRA,1,02
chivres val,FRA,1,02
chivy etouvelles,FRA,1,02
chize,FRA,1,79
chocques,FRA,1,62
choignes,FRA,1,52
choilley,FRA,1,52
choilley dardenay,FRA,1,52
choisel,FRA,1,78
choiseul,FRA,1,52
choisey,FRA,1,39
choisies,FRA,1,59
choisy,FRA,1,74
choisy bac,FRA,1,60
choisy brie,FRA,1,77
choisy roi,FRA,1,94
choisy victoire,FRA,1,60
cholet,FRA,1,49
cholonge,FRA,1,38
choloy,FRA,1,54
choloy menillot,FRA,1,54
chomelix,FRA,1,43
chomerac,FRA,1,07
chomette,FRA,1,43
chonas amballan,FRA,1,38
chonville,FRA,1,55
chonville malaumont,FRA,1,55
chooz,FRA,1,08
choqueuse benards,FRA,1,60
choranche,FRA,1,38
chorey,FRA,1,21
chorey beaune,FRA,1,21
chorges,FRA,1,05
chouain,FRA,1,14
chouday,FRA,1,36
choue,FRA,1,41
chougny,FRA,1,58
chouilly,FRA,1,51
chouppes,FRA,1,86
chourgnac,FRA,1,24
choussy,FRA,1,41
chouvigny,FRA,1,03
chouy,FRA,1,02
chouze loire,FRA,1,37
chouzelot,FRA,1,25
chouzy cisse,FRA,1,41
choye,FRA,1,70
chozeau,FRA,1,38
chuelles,FRA,1,45
chuffilly roche,FRA,1,08
chuignes,FRA,1,80
chuignolles,FRA,1,80
chuisnes,FRA,1,28
chusclan,FRA,1,30
chuyer,FRA,1,42
chuzelles,FRA,1,38
ciadoux,FRA,1,31
ciamannacce,FRA,1,2A
ciboure,FRA,1,64
cideville,FRA,1,76
ciel,FRA,1,71
cier luchon,FRA,1,31
cier riviere,FRA,1,31
cierges,FRA,1,02
cierges montfaucon,FRA,1,55
cierp,FRA,1,31
cierp gaud,FRA,1,31
cierp gaud signac,FRA,1,31
cierrey,FRA,1,27
cierzac,FRA,1,17
cieurac,FRA,1,46
cieutat,FRA,1,65
cieux,FRA,1,87
ciez,FRA,1,58
cigogne,FRA,1,37
cilaos,FRA,1,974
cilly,FRA,1,02
cinais,FRA,1,37
cindre,FRA,1,03
cinq mars pile,FRA,1,37
cinqueux,FRA,1,60
cintegabelle,FRA,1,31
cintheaux,FRA,1,14
cintray,FRA,1,28
cintre,FRA,1,35
cintrey,FRA,1,70
ciotat,FRA,1,13
cipieres,FRA,1,06
ciral,FRA,1,61
ciran,FRA,1,37
circourt,FRA,1,88
circourt mouzon,FRA,1,88
cire aunis,FRA,1,17
cires,FRA,1,31
cires mello,FRA,1,60
cirey blaise,FRA,1,52
cirey mareilles,FRA,1,52
cirey pontailler,FRA,1,21
cirey vezouze,FRA,1,54
cirfontaines azois,FRA,1,52
cirfontaines ornois,FRA,1,52
ciriere,FRA,1,79
cirieres,FRA,1,79
ciron,FRA,1,36
ciry noble,FRA,1,71
ciry salsogne,FRA,1,02
cisai saint aubin,FRA,1,61
cisery,FRA,1,89
cissac medoc,FRA,1,33
cisse,FRA,1,86
cisternes foret,FRA,1,63
cistrieres,FRA,1,43
citerne,FRA,1,80
citers,FRA,1,70
citey,FRA,1,70
citou,FRA,1,11
citry,FRA,1,77
civaux,FRA,1,86
civens,FRA,1,42
civrac,FRA,1,33
civrac blaye,FRA,1,33
civrac dordogne,FRA,1,33
civrac medoc,FRA,1,33
civray cher,FRA,1,37
civray esves,FRA,1,37
civray touraine,FRA,1,37
civrieux,FRA,1,01
civrieux azergues,FRA,1,69
civry,FRA,1,28
civry foret,FRA,1,78
civry montagne,FRA,1,21
cizancourt,FRA,1,80
cizay madeleine,FRA,1,49
cizely,FRA,1,58
cizos,FRA,1,65
clacy thierret,FRA,1,02
cladech,FRA,1,24
claira,FRA,1,66
clairac,FRA,1,47
clairavaux,FRA,1,23
clairefontaine,FRA,1,78
clairefontaine yvelines,FRA,1,78
clairegoutte,FRA,1,70
clairfayts,FRA,1,59
