norm_name,CODEISO3,ambiguité,dep_code
lyon 5e arrondissement,FRA,1,69
lyon 6e arrondissement,FRA,1,69
lyon 7e arrondissement,FRA,1,69
lyon 8e arrondissement,FRA,1,69
lyon 9e arrondissement,FRA,1,69
lyons foret,FRA,1,27
lys haut layon,FRA,1,49
lys lez lannoy,FRA,1,59
lys saint georges,FRA,1,36
maast violaine,FRA,1,02
maatz,FRA,1,52
mably,FRA,1,42
macau,FRA,1,33
macaye,FRA,1,64
mace,FRA,1,61
mache,FRA,1,85
machecoul,FRA,1,44
machecoul saint meme,FRA,1,44
machecourt,FRA,1,02
machemont,FRA,1,60
macheren,FRA,1,57
machezal,FRA,1,42
machiel,FRA,1,80
machilly,FRA,1,74
machine,FRA,1,58
mackenheim,FRA,1,67
mackwiller,FRA,1,67
maclas,FRA,1,42
macogny,FRA,1,02
macon,FRA,1,71
maconcourt,FRA,1,88
maconge,FRA,1,21
macornay,FRA,1,39
macot,FRA,1,73
macot plagne,FRA,1,73
macouba,FRA,1,972
macouria,FRA,1,973
macqueville,FRA,1,17
macquigny,FRA,1,02
madaillan,FRA,1,47
madecourt,FRA,1,88
madegney,FRA,1,88
madelaine montreuil,FRA,1,62
madeleine,FRA,1,59
madeleine bouvet,FRA,1,61
madeleine loing,FRA,1,77
madeleine nonancourt,FRA,1,27
madeleine villefrouin,FRA,1,41
madic,FRA,1,15
madiere,FRA,1,09
madine,FRA,1,55
madirac,FRA,1,33
madiran,FRA,1,65
madonne lamerey,FRA,1,88
madranges,FRA,1,19
madre,FRA,1,53
madriat,FRA,1,63
mael carhaix,FRA,1,22
mael pestivien,FRA,1,22
maennolsheim,FRA,1,67
maffliers,FRA,1,95
maffrecourt,FRA,1,51
magalas,FRA,1,34
magdelaine tarn,FRA,1,31
magdeleine,FRA,1,16
mage,FRA,1,61
magenta,FRA,1,51
mages,FRA,1,30
magescq,FRA,1,40
magland,FRA,1,74
magnac bourg,FRA,1,87
magnac laval,FRA,1,87
magnac lavalette,FRA,1,16
magnac lavalette villars,FRA,1,16
magnac touvre,FRA,1,16
magnan,FRA,1,32
magnant,FRA,1,10
magnanville,FRA,1,78
magnas,FRA,1,32
magnat etrange,FRA,1,23
magnet,FRA,1,03
magneux haute rive,FRA,1,42
magneville,FRA,1,50
magnicourt,FRA,1,10
magnicourt canche,FRA,1,62
magnicourt comte,FRA,1,62
magnien,FRA,1,21
magnieres,FRA,1,54
magnieu,FRA,1,01
magnils,FRA,1,85
magnils reigniers,FRA,1,85
magnivray,FRA,1,70
magnoncourt,FRA,1,70
magnoray,FRA,1,70
magny aubigny,FRA,1,21
magny bessin,FRA,1,14
magny campagne,FRA,1,14
magny chatelard,FRA,1,25
magny cours,FRA,1,58
magny danigon,FRA,1,70
magny desert,FRA,1,61
magny fosse,FRA,1,02
magny fouchard,FRA,1,10
magny freule,FRA,1,14
magny hameaux,FRA,1,78
magny hongre,FRA,1,77
magny jobert,FRA,1,70
magny jussey,FRA,1,70
magny lambert,FRA,1,21
magny lormes,FRA,1,58
magny montarlot,FRA,1,21
magny saint medard,FRA,1,21
magny tille,FRA,1,21
magny vernois,FRA,1,70
magny vexin,FRA,1,95
magny ville,FRA,1,21
magny villers,FRA,1,21
magoar,FRA,1,22
magrie,FRA,1,11
magrin,FRA,1,81
magstatt bas,FRA,1,68
magstatt haut,FRA,1,68
mahalon,FRA,1,29
maheru,FRA,1,61
mahina,FRA,1,987
maiche,FRA,1,25
maidieres,FRA,1,54
maignaut tauzia,FRA,1,32
maigne,FRA,1,72
maignelay,FRA,1,60
maignelay montigny,FRA,1,60
mailhac,FRA,1,11
mailhac benaize,FRA,1,87
mailhoc,FRA,1,81
mailholas,FRA,1,31
maillane,FRA,1,13
maillas,FRA,1,40
maillat,FRA,1,01
maillebois,FRA,1,28
mailleraye seine,FRA,1,76
mailleres,FRA,1,40
mailleroncourt charette,FRA,1,70
mailleroncourt saint pancras,FRA,1,70
mailley chazelot,FRA,1,70
maillezais,FRA,1,85
maillot,FRA,1,89
mailly,FRA,1,71
mailly camp,FRA,1,10
mailly champagne,FRA,1,51
mailly chateau,FRA,1,89
mailly maillet,FRA,1,80
mailly raineval,FRA,1,80
mailly seille,FRA,1,54
mailly ville,FRA,1,89
maillys,FRA,1,21
maimbeville,FRA,1,60
maincy,FRA,1,77
maine boixe,FRA,1,16
maing,FRA,1,59
mainneville,FRA,1,27
mainsat,FRA,1,23
maintenay,FRA,1,62
maintenon,FRA,1,28
mainvillers,FRA,1,57
mainvilliers,FRA,1,28
mainxe,FRA,1,16
mainzac,FRA,1,16
maire,FRA,1,86
maire levescault,FRA,1,79
mairieux,FRA,1,59
mairy,FRA,1,54
mairy mainville,FRA,1,54
mairy marne,FRA,1,51
maisdon sevre,FRA,1,44
maisey duc,FRA,1,21
maisnieres,FRA,1,80
maisnil ruitz,FRA,1,62
maisod,FRA,1,39
maison champs,FRA,1,10
maison dieu,FRA,1,58
maison feyne,FRA,1,23
maison ponthieu,FRA,1,80
maison roland,FRA,1,80
maison rouge,FRA,1,77
maisoncelle,FRA,1,62
maisoncelle saint pierre,FRA,1,60
maisoncelle tuilerie,FRA,1,60
maisoncelle villers,FRA,1,08
maisoncelles ajon,FRA,1,14
maisoncelles brie,FRA,1,77
maisoncelles gatinais,FRA,1,77
maisoncelles maine,FRA,1,53
maisoncelles pelvey,FRA,1,14
maisonnais,FRA,1,18
maisonnais tardoire,FRA,1,87
maisonnay,FRA,1,79
maisonneuve,FRA,1,86
maisonnisses,FRA,1,23
maisons alfort,FRA,1,94
maisons bois,FRA,1,25
maisons bois lievremont,FRA,1,25
maisons champagne,FRA,1,51
maisons chaource,FRA,1,10
maisons laffitte,FRA,1,78
maisons soulaines,FRA,1,10
maisonsgoutte,FRA,1,67
maisontiers,FRA,1,79
maisse,FRA,1,91
maissemy,FRA,1,02
maixe,FRA,1,54
maizeray,FRA,1,55
maizeroy,FRA,1,57
maizery,FRA,1,57
maizet,FRA,1,14
maizey,FRA,1,55
maizicourt,FRA,1,80
maizieres amance,FRA,1,52
maizieres brienne,FRA,1,10
maizieres grande paroisse,FRA,1,10
maizieres metz,FRA,1,57
maizieres vic,FRA,1,57
maizilly,FRA,1,42
maizy,FRA,1,02
majastres,FRA,1,04
makemo,FRA,1,987
malabat,FRA,1,32
malachere,FRA,1,70
malafretaz,FRA,1,01
malain,FRA,1,21
malaincourt,FRA,1,88
malaincourt meuse,FRA,1,52
malakoff,FRA,1,92
malancourt,FRA,1,55
malandry,FRA,1,08
malange,FRA,1,39
malansac,FRA,1,56
malarce,FRA,1,07
malarce thines,FRA,1,07
malataverne,FRA,1,26
malaucene,FRA,1,84
malaucourt seille,FRA,1,57
malaunay,FRA,1,76
malause,FRA,1,82
malaussanne,FRA,1,64
malaussene,FRA,1,06
malauzat,FRA,1,63
malaville,FRA,1,16
malavillers,FRA,1,54
malay,FRA,1,71
malay grand,FRA,1,89
malay petit,FRA,1,89
malbo,FRA,1,15
malbosc,FRA,1,07
malbouhans,FRA,1,70
malbouzon,FRA,1,48
malbrans,FRA,1,25
malbuisson,FRA,1,25
malegoude,FRA,1,09
malemort,FRA,1,19
malemort comtat,FRA,1,84
malemort correze,FRA,1,19
malene,FRA,1,48
malesherbes,FRA,1,45
malesherbois,FRA,1,45
malestroit,FRA,1,56
maleville,FRA,1,12
malguenac,FRA,1,56
malherbe ajon,FRA,1,14
malhoure,FRA,1,22
malicornay,FRA,1,36
malicorne,FRA,1,03
malicorne sarthe,FRA,1,72
malijai,FRA,1,04
malincourt,FRA,1,59
malintrat,FRA,1,63
malissard,FRA,1,26
mallaville,FRA,1,16
mallefougasse,FRA,1,04
mallefougasse auges,FRA,1,04
malleloy,FRA,1,54
mallemoisson,FRA,1,04
mallemort,FRA,1,13
malleon,FRA,1,09
malleret,FRA,1,23
malleret boussac,FRA,1,23
mallerey,FRA,1,39
malleval vercors,FRA,1,38
malleville bec,FRA,1,27
malleville gres,FRA,1,76
mallievre,FRA,1,85
malling,FRA,1,57
malmaison,FRA,1,02
malmerspach,FRA,1,68
malmy,FRA,1,51
malons elze,FRA,1,30
malouy,FRA,1,27
malpart,FRA,1,80
malpas,FRA,1,25
malras,FRA,1,11
malrevers,FRA,1,43
malroy,FRA,1,57
maltat,FRA,1,71
maltot,FRA,1,14
malval,FRA,1,23
malvalette,FRA,1,43
malves,FRA,1,11
malves minervois,FRA,1,11
malvezie,FRA,1,31
malvieres,FRA,1,43
malvies,FRA,1,11
malville,FRA,1,44
malvillers,FRA,1,70
malzeville,FRA,1,54
malzieu forain,FRA,1,48
malzieu ville,FRA,1,48
malzy,FRA,1,02
mambelin,FRA,1,25
mamers,FRA,1,72
mamey,FRA,1,54
mamirolle,FRA,1,25
mamoudzou,FRA,1,976
mana,FRA,1,973
manas,FRA,1,26
manas bastanous,FRA,1,32
manaurie,FRA,1,24
mance,FRA,1,54
manceliere,FRA,1,28
mancenans,FRA,1,25
mancenans lizerne,FRA,1,25
mancey,FRA,1,71
manciet,FRA,1,32
mancieulles,FRA,1,54
mancioux,FRA,1,31
mancy,FRA,1,51
mandagout,FRA,1,30
mandailles,FRA,1,15
mandailles saint julien,FRA,1,15
mandelieu,FRA,1,06
mandelieu napoule,FRA,1,06
manderen,FRA,1,57
mandeure,FRA,1,25
mandeville bessin,FRA,1,14
mandray,FRA,1,88
mandres barrois,FRA,1,55
mandres cote,FRA,1,52
mandres quatre tours,FRA,1,54
mandres roses,FRA,1,94
mandres vair,FRA,1,88
mandrevillars,FRA,1,70
manduel,FRA,1,30
maneglise,FRA,1,76
manehouville,FRA,1,76
manent montane,FRA,1,32
manerbe,FRA,1,14
mangiennes,FRA,1,55
manglieu,FRA,1,63
mangonville,FRA,1,54
manhac,FRA,1,12
manheulles,FRA,1,55
manhoue,FRA,1,57
manicamp,FRA,1,02
manigod,FRA,1,74
manihi,FRA,1,987
manin,FRA,1,62
maninghem,FRA,1,62
maninghen henne,FRA,1,62
maniquerville,FRA,1,76
manlay,FRA,1,21
manneville goupil,FRA,1,76
manneville pipard,FRA,1,14
manneville plains,FRA,1,76
manneville raoult,FRA,1,27
manneville risle,FRA,1,27
mannevillette,FRA,1,76
mano,FRA,1,40
manois,FRA,1,52
manom,FRA,1,57
manoncourt,FRA,1,54
manoncourt vermois,FRA,1,54
manoncourt woevre,FRA,1,54
manonville,FRA,1,54
manonviller,FRA,1,54
manosque,FRA,1,04
manot,FRA,1,16
manou,FRA,1,28
manre,FRA,1,08
mans,FRA,1,72
mansac,FRA,1,19
mansan,FRA,1,65
mansat,FRA,1,23
mansat courriere,FRA,1,23
mansempuy,FRA,1,32
mansencome,FRA,1,32
manses,FRA,1,09
mansigne,FRA,1,72
mansle,FRA,1,16
manso,FRA,1,2B
mansonville,FRA,1,82
manspach,FRA,1,68
mant,FRA,1,40
mantallot,FRA,1,22
mantenay montlin,FRA,1,01
mantes gassicourt,FRA,1,78
mantes jolie,FRA,1,78
mantes ville,FRA,1,78
mantet,FRA,1,66
manteyer,FRA,1,05
manthelan,FRA,1,37
manthes,FRA,1,26
mantilly,FRA,1,61
mantoche,FRA,1,70
mantry,FRA,1,39
manvieux,FRA,1,14
many,FRA,1,57
manzac vern,FRA,1,24
manzat,FRA,1,63
manziat,FRA,1,01
marac,FRA,1,52
marainville madon,FRA,1,88
marainviller,FRA,1,54
marais,FRA,1,60
marais chapelle,FRA,1,14
marais vernier,FRA,1,27
marambat,FRA,1,32
marandeuil,FRA,1,21
marange silvange,FRA,1,57
marange zondrange,FRA,1,57
maransin,FRA,1,33
marant,FRA,1,62
maranville,FRA,1,52
maranwez,FRA,1,08
marast,FRA,1,70
marat,FRA,1,63
maraussan,FRA,1,34
maravat,FRA,1,32
maray,FRA,1,41
maraye othe,FRA,1,10
marbache,FRA,1,54
marbaix,FRA,1,59
marbeuf,FRA,1,27
marbeville,FRA,1,52
marbois,FRA,1,27
marboue,FRA,1,28
marboz,FRA,1,01
marby,FRA,1,08
marc tour,FRA,1,19
marcais,FRA,1,18
marce,FRA,1,49
marce esves,FRA,1,37
marcelcave,FRA,1,80
marcellaz,FRA,1,74
marcellaz albanais,FRA,1,74
marcellois,FRA,1,21
marcellus,FRA,1,47
marcenais,FRA,1,33
marcenay,FRA,1,21
marcenod,FRA,1,42
marcey greves,FRA,1,50
marchais,FRA,1,02
marchais brie,FRA,1,02
marchamp,FRA,1,01
marchampt,FRA,1,69
marchaux,FRA,1,25
marche,FRA,1,58
marche allouarde,FRA,1,80
marchelepot,FRA,1,80
marchemaisons,FRA,1,61
marchemoret,FRA,1,77
marchenoir,FRA,1,41
marcheprime,FRA,1,33
marcheseuil,FRA,1,21
marchesieux,FRA,1,50
marcheville,FRA,1,28
marcheville woevre,FRA,1,55
marchezais,FRA,1,28
marchiennes,FRA,1,59
marciac,FRA,1,32
marcieu,FRA,1,38
marcieux,FRA,1,73
marcigny,FRA,1,71
marcigny thil,FRA,1,21
marcilhac,FRA,1,46
marcilhac cele,FRA,1,46
marcillac,FRA,1,33
marcillac croisille,FRA,1,19
marcillac croze,FRA,1,19
marcillac lanville,FRA,1,16
marcillac saint quentin,FRA,1,24
marcillac vallon,FRA,1,12
marcillat combraille,FRA,1,03
marcille raoul,FRA,1,35
marcille robert,FRA,1,35
marcille ville,FRA,1,53
marcilloles,FRA,1,38
marcilly azergues,FRA,1,69
marcilly bassigny,FRA,1,52
marcilly beauce,FRA,1,41
marcilly buxy,FRA,1,71
marcilly campagne,FRA,1,27
marcilly chatel,FRA,1,42
marcilly dracy,FRA,1,21
marcilly eure,FRA,1,27
marcilly gault,FRA,1,41
marcilly gueurce,FRA,1,71
marcilly hayer,FRA,1,10
marcilly maulne,FRA,1,37
marcilly ogny,FRA,1,21
marcilly pave,FRA,1,42
marcilly plesnoy,FRA,1,52
marcilly seine,FRA,1,51
marcilly tille,FRA,1,21
marcilly vienne,FRA,1,37
marcilly villette,FRA,1,45
marcilly vitteaux,FRA,1,21
marck,FRA,1,62
marckolsheim,FRA,1,67
marclopt,FRA,1,42
marcoing,FRA,1,59
marcoles,FRA,1,15
marcollin,FRA,1,38
marcols eaux,FRA,1,07
marcon,FRA,1,72
marconne,FRA,1,62
marconnelle,FRA,1,62
marcorignan,FRA,1,11
marcoussis,FRA,1,91
marcq baroeul,FRA,1,59
marcq ostrevent,FRA,1,59
marcy etoile,FRA,1,69
marcy marle,FRA,1,02
mardeuil,FRA,1,51
mardie,FRA,1,45
mardilly,FRA,1,61
mardor,FRA,1,52
mare,FRA,1,988
mareau bois,FRA,1,45
mareau pres,FRA,1,45
mareil champagne,FRA,1,72
mareil france,FRA,1,95
mareil guyon,FRA,1,78
mareil loir,FRA,1,72
mareil marly,FRA,1,78
mareil mauldre,FRA,1,78
mareilles,FRA,1,52
marenla,FRA,1,62
maresche,FRA,1,72
maresches,FRA,1,59
maresquel,FRA,1,62
maresquel ecquemicourt,FRA,1,62
marest dampcourt,FRA,1,02
marest matz,FRA,1,60
marestaing,FRA,1,32
marestmontiers,FRA,1,80
maresville,FRA,1,62
marets,FRA,1,77
maretz,FRA,1,59
mareugheol,FRA,1,63
mareuil arnon,FRA,1,18
mareuil brie,FRA,1,51
mareuil caubert,FRA,1,80
mareuil cher,FRA,1,41
mareuil dole,FRA,1,02
mareuil lay,FRA,1,85
mareuil lay dissais,FRA,1,85
mareuil meaux,FRA,1,77
mareuil motte,FRA,1,60
mareuil ourcq,FRA,1,60
mareuil port,FRA,1,51
marey,FRA,1,88
marey fussey,FRA,1,21
marey tille,FRA,1,21
marfaux,FRA,1,51
marfontaine,FRA,1,02
margaux,FRA,1,33
margencel,FRA,1,74
margency,FRA,1,95
margerides,FRA,1,19
margerie chantagret,FRA,1,42
margerie hancourt,FRA,1,51
marges,FRA,1,26
margival,FRA,1,02
margny cerises,FRA,1,60
margny compiegne,FRA,1,60
margny matz,FRA,1,60
margouet meymes,FRA,1,32
margueray,FRA,1,50
marguerittes,FRA,1,30
margueron,FRA,1,33
marguestau,FRA,1,32
margut,FRA,1,08
mariac,FRA,1,07
maricourt,FRA,1,80
marie,FRA,1,06
marieulles,FRA,1,57
marieux,FRA,1,80
marigna valouse,FRA,1,39
marignac diois,FRA,1,26
marignac lasclares,FRA,1,31
marignac laspeyres,FRA,1,31
marignana,FRA,1,2A
marignane,FRA,1,13
marigne,FRA,1,49
marigne laille,FRA,1,72
marigne peuton,FRA,1,53
marignier,FRA,1,74
marignieu,FRA,1,01
marigny brizay,FRA,1,86
marigny cahouet,FRA,1,21
marigny chatel,FRA,1,10
marigny chemereau,FRA,1,86
marigny eglise,FRA,1,58
marigny lozon,FRA,1,50
marigny marmande,FRA,1,37
marigny orxois,FRA,1,02
marigny reullee,FRA,1,21
marigny saint marcel,FRA,1,74
marigny usages,FRA,1,45
marigny yonne,FRA,1,58
marigot,FRA,1,972
marillac,FRA,1,16
marillac franc,FRA,1,16
marillet,FRA,1,85
marimbault,FRA,1,33
marimont benestroff,FRA,1,57
marines,FRA,1,95
maringes,FRA,1,42
maringues,FRA,1,63
mariol,FRA,1,03
marions,FRA,1,33
maripasoula,FRA,1,973
marizy,FRA,1,71
marizy saint mard,FRA,1,02
marizy sainte genevieve,FRA,1,02
marle,FRA,1,02
marlemont,FRA,1,08
marlenheim,FRA,1,67
marlens,FRA,1,74
marlers,FRA,1,80
marles brie,FRA,1,77
marles canche,FRA,1,62
marles mines,FRA,1,62
marlhes,FRA,1,42
marliac,FRA,1,31
marliens,FRA,1,21
marlieux,FRA,1,01
marlioz,FRA,1,74
marly arroux,FRA,1,71
marly gomont,FRA,1,02
marly issy,FRA,1,71
marly roi,FRA,1,78
marly ville,FRA,1,95
marmande,FRA,1,47
marmanhac,FRA,1,15
marmeaux,FRA,1,89
marminiac,FRA,1,46
marmont pachas,FRA,1,47
marmoutier,FRA,1,67
marnac,FRA,1,24
marnans,FRA,1,38
marnaves,FRA,1,81
marnay marne,FRA,1,52
marnay seine,FRA,1,10
marnaz,FRA,1,74
marne,FRA,1,44
marnes,FRA,1,79
marnes coquette,FRA,1,92
marnezia,FRA,1,39
marnhagues latour,FRA,1,12
marnoz,FRA,1,39
maroeuil,FRA,1,62
maroilles,FRA,1,59
marolle sologne,FRA,1,41
marolles bailly,FRA,1,10
marolles beauce,FRA,1,91
marolles braults,FRA,1,72
marolles buis,FRA,1,28
marolles hurepoix,FRA,1,91
marolles lignieres,FRA,1,10
marolles saint calais,FRA,1,72
marolles seine,FRA,1,77
marollette,FRA,1,72
marols,FRA,1,42
maromme,FRA,1,76
maroncourt,FRA,1,88
marpaps,FRA,1,40
marpent,FRA,1,59
marpire,FRA,1,35
marquaix,FRA,1,80
marquefave,FRA,1,31
marqueglise,FRA,1,60
marquein,FRA,1,11
marquerie,FRA,1,65
marques,FRA,1,76
marquette,FRA,1,59
marquette lez lille,FRA,1,59
marquette ostrevant,FRA,1,59
marquigny,FRA,1,08
marquillies,FRA,1,59
marquion,FRA,1,62
marquise,FRA,1,62
marquivillers,FRA,1,80
marquixanes,FRA,1,66
marray,FRA,1,37
mars allier,FRA,1,58
mars bourcq,FRA,1,08
mars tour,FRA,1,54
marsa,FRA,1,11
marsac don,FRA,1,44
marsac isle,FRA,1,24
marsac livradois,FRA,1,63
marsainvilliers,FRA,1,45
marsais,FRA,1,17
marsais sainte radegonde,FRA,1,85
marsal,FRA,1,57
marsales,FRA,1,24
marsan,FRA,1,32
marsaneix,FRA,1,24
marsangis,FRA,1,51
marsangy,FRA,1,89
marsannay bois,FRA,1,21
marsannay cote,FRA,1,21
marsanne,FRA,1,26
marsat,FRA,1,63
marsaz,FRA,1,26
marseille,FRA,1,13
marseille 10e arrondissement,FRA,1,13
marseille 11e arrondissement,FRA,1,13
marseille 12e arrondissement,FRA,1,13
marseille 13e arrondissement,FRA,1,13
marseille 14e arrondissement,FRA,1,13
marseille 15e arrondissement,FRA,1,13
marseille 16e arrondissement,FRA,1,13
marseille 1er arrondissement,FRA,1,13
marseille 2e arrondissement,FRA,1,13
marseille 3e arrondissement,FRA,1,13
marseille 4e arrondissement,FRA,1,13
marseille 5e arrondissement,FRA,1,13
marseille 6e arrondissement,FRA,1,13
marseille 7e arrondissement,FRA,1,13
marseille 8e arrondissement,FRA,1,13
marseille 9e arrondissement,FRA,1,13
marseille aubigny,FRA,1,18
marseille beauvaisis,FRA,1,60
marseilles aubigny,FRA,1,18
marseillette,FRA,1,11
marsillargues,FRA,1,34
marsolan,FRA,1,32
marson,FRA,1,51
marson barboure,FRA,1,55
marsonnas,FRA,1,01
marsoulas,FRA,1,31
marssac tarn,FRA,1,81
martagny,FRA,1,27
martailly brancion,FRA,1,71
martainneville,FRA,1,80
martainville epreville,FRA,1,76
martaize,FRA,1,86
martel,FRA,1,46
marthemont,FRA,1,54
marthille,FRA,1,57
marthod,FRA,1,73
marthon,FRA,1,16
martiel,FRA,1,12
martigna,FRA,1,39
martignargues,FRA,1,30
martignas jalle,FRA,1,33
martignat,FRA,1,01
martigne,FRA,1,53
martigne briand,FRA,1,49
martigne ferchaud,FRA,1,35
martigne mayenne,FRA,1,53
martigny ante,FRA,1,14
martigny bains,FRA,1,88
martigny comte,FRA,1,71
martigny courpierre,FRA,1,02
martigny gerbonvaux,FRA,1,88
martigues,FRA,1,13
martillac,FRA,1,33
martin eglise,FRA,1,76
martincourt meuse,FRA,1,55
martinpuich,FRA,1,62
martinvast,FRA,1,50
martinvelle,FRA,1,88
martisserre,FRA,1,31
martizay,FRA,1,36
martot,FRA,1,27
martragny,FRA,1,14
martre,FRA,1,83
martres,FRA,1,33
martres artiere,FRA,1,63
martres artieres,FRA,1,63
martres morge,FRA,1,63
martres riviere,FRA,1,31
martres tolosane,FRA,1,31
martres veyre,FRA,1,63
martrin,FRA,1,12
martrois,FRA,1,21
martyre,FRA,1,29
martys,FRA,1,11
maruejols gardon,FRA,1,30
marval,FRA,1,87
marvaux vieux,FRA,1,08
marvejols,FRA,1,48
marvelise,FRA,1,25
marville,FRA,1,55
marville moutiers brule,FRA,1,28
mary,FRA,1,71
mary marne,FRA,1,77
marzan,FRA,1,56
marzens,FRA,1,81
marzy,FRA,1,58
mas,FRA,1,06
mas agenais,FRA,1,47
mas artige,FRA,1,23
mas auvignon,FRA,1,32
mas azil,FRA,1,09
mas blanc,FRA,1,13
mas blanc alpilles,FRA,1,13
mas cabardes,FRA,1,11
mas cours,FRA,1,11
mas grenier,FRA,1,82
mas londres,FRA,1,34
mas orcieres,FRA,1,48
mas saint chely,FRA,1,48
mas saintes puelles,FRA,1,11
mas tence,FRA,1,43
masbaraud merignat,FRA,1,23
mascaraas haron,FRA,1,64
mascarville,FRA,1,31
masclat,FRA,1,46
masevaux,FRA,1,68
masevaux niederbruck,FRA,1,68
maslacq,FRA,1,64
masleon,FRA,1,87
maslives,FRA,1,41
masnau massuguies,FRA,1,81
masnieres,FRA,1,59
masny,FRA,1,59
masparraute,FRA,1,64
maspie lalonquere juillacq,FRA,1,64
masquieres,FRA,1,47
massabrac,FRA,1,31
massac seran,FRA,1,81
massaguel,FRA,1,81
massais,FRA,1,79
massals,FRA,1,81
massanes,FRA,1,30
massangis,FRA,1,89
massat,FRA,1,09
massay,FRA,1,18
massegros,FRA,1,48
masseilles,FRA,1,33
massels,FRA,1,47
masserac,FRA,1,44
masseret,FRA,1,19
masseube,FRA,1,32
massiac,FRA,1,15
massieu,FRA,1,38
massieux,FRA,1,01
massiges,FRA,1,51
massignac,FRA,1,16
massignieu rives,FRA,1,01
massillargues attuech,FRA,1,30
massilly,FRA,1,71
massingy semur,FRA,1,21
massingy vitteaux,FRA,1,21
massognes,FRA,1,86
massoins,FRA,1,06
massongy,FRA,1,74
massoules,FRA,1,47
massugas,FRA,1,33
mastaing,FRA,1,59
matafelon,FRA,1,01
matafelon granges,FRA,1,01
matelles,FRA,1,34
matemale,FRA,1,66
matha,FRA,1,17
mathaux,FRA,1,10
mathay,FRA,1,25
mathenay,FRA,1,39
mathes,FRA,1,17
mathieu,FRA,1,14
mathons,FRA,1,52
mathonville,FRA,1,76
matignicourt goncourt,FRA,1,51
matignon,FRA,1,22
matigny,FRA,1,80
matougues,FRA,1,51
matour,FRA,1,71
matoury,FRA,1,973
matra,FRA,1,2B
matringhem,FRA,1,62
mattaincourt,FRA,1,88
mattexey,FRA,1,54
matton clemency,FRA,1,08
matzenheim,FRA,1,67
maubert fontaine,FRA,1,08
maubeuge,FRA,1,59
maubourguet,FRA,1,65
mauchamps,FRA,1,91
maucomble,FRA,1,76
maucor,FRA,1,64
maucourt orne,FRA,1,55
maudetour,FRA,1,78
maudetour vexin,FRA,1,95
mauges loire,FRA,1,49
mauguio,FRA,1,34
maulan,FRA,1,55
maulay,FRA,1,86
maulde,FRA,1,59
maule,FRA,1,78
mauleon,FRA,1,79
mauleon armagnac,FRA,1,32
mauleon barousse,FRA,1,65
mauleon licharre,FRA,1,64
maulers,FRA,1,60
maulette,FRA,1,78
maulevrier sainte gertrude,FRA,1,76
maulicheres,FRA,1,32
maumusson laguian,FRA,1,32
mauny,FRA,1,76
mauperthuis,FRA,1,77
maupertuis,FRA,1,50
maupertus,FRA,1,50
maupertus mer,FRA,1,50
maupiti,FRA,1,987
mauprevoir,FRA,1,86
mauquenchy,FRA,1,76
mauran,FRA,1,31
maure,FRA,1,64
maure bretagne,FRA,1,35
maurecourt,FRA,1,78
mauregard,FRA,1,77
mauregny haye,FRA,1,02
maureilhan,FRA,1,34
maureilhan ramejean,FRA,1,34
maureillas,FRA,1,66
maureillas las illas,FRA,1,66
mauremont,FRA,1,31
maurens scopont,FRA,1,81
mauressac,FRA,1,31
mauressargues,FRA,1,30
maureville,FRA,1,31
mauriat,FRA,1,63
mauries,FRA,1,40
maurines,FRA,1,15
maurois,FRA,1,59
mauron,FRA,1,56
maurrin,FRA,1,40
maurs,FRA,1,15
maurupt montois,FRA,1,51
maury,FRA,1,66
mausoleo,FRA,1,2B
maussac,FRA,1,19
maussane,FRA,1,13
maussane alpilles,FRA,1,13
maussans,FRA,1,70
mautes,FRA,1,23
mauvages,FRA,1,55
mauvaisin,FRA,1,31
mauves huisne,FRA,1,61
mauves loire,FRA,1,44
mauvezin armagnac,FRA,1,40
mauvezin gupie,FRA,1,47
mauvezin prat,FRA,1,09
mauvezin sainte croix,FRA,1,09
mauvieres,FRA,1,36
mauvilly,FRA,1,21
maux,FRA,1,58
mauzac,FRA,1,31
mauzac grand castang,FRA,1,24
mauzac saint meyme rozens,FRA,1,24
mauze mignon,FRA,1,79
mauze thouarsais,FRA,1,79
mauzens miremont,FRA,1,24
mauzun,FRA,1,63
maves,FRA,1,41
mavilly mandelot,FRA,1,21
maxe,FRA,1,57
maxent,FRA,1,35
maxeville,FRA,1,54
maxey meuse,FRA,1,88
maxey vaise,FRA,1,55
maxilly leman,FRA,1,74
maxilly saone,FRA,1,21
maxou,FRA,1,46
maxstadt,FRA,1,57
may evre,FRA,1,49
may multien,FRA,1,77
may orne,FRA,1,14
mayac,FRA,1,24
mayenne,FRA,1,53
mayet,FRA,1,72
mayet ecole,FRA,1,03
mayet montagne,FRA,1,03
maylis,FRA,1,40
maynal,FRA,1,39
mayons,FRA,1,83
mayot,FRA,1,02
mayrac,FRA,1,46
mayran,FRA,1,12
mayregne,FRA,1,31
mayres savel,FRA,1,38
mayreville,FRA,1,11
mayrinhac lentour,FRA,1,46
mayronnes,FRA,1,11
maysel,FRA,1,60
mazamet,FRA,1,81
mazan abbaye,FRA,1,07
mazange,FRA,1,41
mazaugues,FRA,1,83
mazaye,FRA,1,63
maze,FRA,1,49
maze milon,FRA,1,49
mazeau,FRA,1,85
mazeirat,FRA,1,23
mazeley,FRA,1,88
mazerat aurouze,FRA,1,43
mazeray,FRA,1,17
