id,CODEISO3,insee_code,start_datetime,end_datetime,name,norm_name,newest_id,insee_code_history,dep_history,population,dep_code,newest_insee_code,validity,newest_name,newest_dep_code,surface,latitude,longitude,geopoint_2d,Code ONS,Commune,dep,Dates changement,Daira,Code postal,ambiguity,norm_rank,insee_rank
ALHe916@2017-01-01,DZA,,,,Pointe-Rouge,pointe rouge,,,,,,,false,Souk El Bagar,,,,,,,,,,,,3,1.0,70.0
ALHebb0@2017-01-01,DZA,,,,Pomel,pomel,,,,,,,false,Abdelmoumen,,,,,,,,,,,,3,1.0,71.0
ALHef7b@2017-01-01,DZA,,,,Mascara,mascara,,,,,,,false,Mouaskar,,,,,,,,,,,,3,1.0,72.0
ALHfbca@2017-01-01,DZA,,,,Mezrarègue,mezraregue,,,,,,,false,Mezrareg,,,,,,,,,,,,3,1.0,73.0
ALHfcfb@2017-01-01,DZA,,,,Foy,foy,,,,,,,false,Menzel El Abtal,,,,,,,,,,,,3,1.0,74.0
ALHfe19@2017-01-01,DZA,,,,Fernandville,fernandville,,,,,,,false,Hai Khemisti,,,,,,,,,,,,3,1.0,75.0
ALP22150@2017-01-01,DZA,,,,Aïn Thrid,ain thrid,ALP22150@2017-01-01,,,1969,,,true,Aïn Thrid,,,35.2845835,-0.675745,POINT(-0.675745 35.2845835),,Aïn Thrid,Sidi Bel Abbès,,,22150,,1.0,2024.0
ALP22210@2017-01-01,DZA,,,,Aïn Adden,ain adden,ALP22210@2017-01-01,,,2319,,,true,Aïn Adden,,,35.32938,-0.26128,POINT(-0.26128 35.32938),,Aïn Adden,Sidi Bel Abbès,,,22210,,1.0,2025.0
ALP22255@2017-01-01,DZA,,,,Belarbi,belarbi,ALP22255@2017-01-01,,,,,,true,Belarbi,,,35.1514948,-0.4567909,POINT(-0.4567909 35.1514948),,Belarbi,Sidi Bel Abbès,,,22255,,1.0,2026.0
ALP22265@2017-01-01,DZA,,,,Oued Imbert,oued imbert,,,,,,,true,Ain El Berd,,,,,,,,,,,,1,1.0,2027.0
ALP22340@2017-01-01,DZA,,,,Badredine El Mokrani,badredine el mokrani,ALP22340@2017-01-01,,,,,,true,Badredine El Mokrani,,,35.008909,-0.850153,POINT(-0.850153 35.008909),,Badredine El Mokrani,Sidi Bel Abbès,,,22340,,1.0,2028.0
ALS00a10@2017-01-01,DZA,,,,Nadorah,nadorah,ALS00a10@2017-01-01,,,,,,true,Nadorah,,,35.2882,1.8905,POINT(1.8905 35.2882),,Nadorah,Tiaret,,,,,1.0,2029.0
ALS011f2@2017-01-01,DZA,,,,Bizot,bizot,,,,,,,true,Didouche Mourad,,,,,,,,,,,,1,1.0,2030.0
ALS013bc@2017-01-01,DZA,,,,Oued Cheham,oued cheham,ALS013bc@2017-01-01,,,,,,true,Oued Cheham,,,36.3788645,7.7644157,POINT(7.7644157 36.3788645),,Oued Cheham,Guelma,,,,,1.0,2031.0
ALS015c0@2017-01-01,DZA,,,,El Ouinet,el ouinet,ALS015c0@2017-01-01,,,,,,true,El Ouinet,,,35.8938,3.03559,POINT(3.03559 35.8938),,El Ouinet,Médéa,,,,,1.0,2032.0
ALS03d4e@2017-01-01,DZA,,,,Maacem,maacem,ALS03d4e@2017-01-01,,,,,,true,Maacem,,,35.65967,1.55326,POINT(1.55326 35.65967),,Maacem,Tissemsilt,,,,,1.0,2035.0
ALS04602@2017-01-01,DZA,,,,Montenotte,montenotte,,,,,,,true,Sidi Akkacha,,,,,,,,,,,,1,1.0,2036.0
ALS04602@2017-01-01,DZA,,,,Sidi Akkacha,sidi akkacha,ALS04602@2017-01-01,,,,,,true,Sidi Akkacha,,,36.466667,1.3,POINT(1.3 36.466667),,Sidi Akkacha,Chlef,,,,,1.0,2037.0
ALS04620@2017-01-01,DZA,,,,Ibn Ziad,ibn ziad,ALS04620@2017-01-01,,,,,,true,Ibn Ziad,,,36.37925,6.47202,POINT(6.47202 36.37925),,Ibn Ziad,Constantine,,,,,1.0,2038.0
ALS04620@2017-01-01,DZA,,,,Rouffach,rouffach,,,,,,,true,Ibn Ziad,,,,,,,,,,,,1,1.0,2039.0
ALS04851@2017-01-01,DZA,,,,Rivoli,rivoli,,,,,,,true,Hassi Mameche,,,,,,,,,,,,1,1.0,2040.0
ALS0619d@2017-01-01,DZA,,,,Djeniene Bourezg,djeniene bourezg,ALS0619d@2017-01-01,,,,,,true,Djeniene Bourezg,,,32.3724227,-0.8034611,POINT(-0.8034611 32.3724227),,Djeniene Bourezg,Naâma,,,,,1.0,2041.0
ALS0726c@2017-01-01,DZA,,,,Bouira (ou Būīrah  anciennement Coligny),bouira ou buirah anciennement coligny,ALS0726c@2017-01-01,,,,,,true,Bouira (ou Būīrah  anciennement Coligny),,,,,,,Bouira (ou Būīrah  anciennement Coligny),Bouira,,,,,1.0,2042.0
ALS07546@2017-01-01,DZA,,,,M'Sara,m sara,ALS07546@2017-01-01,,,,,,true,M'Sara,,,35.23857,6.57315,POINT(6.57315 35.23857),,M'Sara,Khenchela,,,,,1.0,2043.0
ALS087e8@2017-01-01,DZA,,,,Aïn Nouissy,ain nouissy,ALS087e8@2017-01-01,,,,,,true,Aïn Nouissy,,,35.8,0.05,POINT(0.05 35.8),,Aïn Nouissy,Mostaganem,,,,,1.0,2044.0
ALS087e8@2017-01-01,DZA,,,,Noisy-les-Bains,noisy bains,,,,,,,true,Aïn-Nouissy,,,,,,,,,,,,1,1.0,2045.0
ALS09978@2017-01-01,DZA,,,,Labiod Medjadja,labiod medjadja,ALS09978@2017-01-01,,,,,,true,Labiod Medjadja,,,36.25,1.4,POINT(1.4 36.25),,Labiod Medjadja,Chlef,,,,,1.0,2046.0
ALS0aab5@2017-01-01,DZA,,,,Youb,youb,ALS0aab5@2017-01-01,,,,,,true,Youb,,,34.916667,-0.216667,POINT(-0.216667 34.916667),,Youb,Saïda,,,,,1.0,2047.0
ALS0b356@2017-01-01,DZA,,,,Oued Endja,oued endja,ALS0b356@2017-01-01,,,,,,true,Oued Endja,,,36.4306748,6.1207581,POINT(6.1207581 36.4306748),,Oued Endja,Mila,,,,,1.0,2048.0
ALS0d17e@2017-01-01,DZA,,,,Belaiba,belaiba,ALS0d17e@2017-01-01,,,,,,true,Belaiba,,,35.52797,5.15422,POINT(5.15422 35.52797),,Belaiba,M'Sila,,,,,1.0,2049.0
ALS0e671@2017-01-01,DZA,,,,Hadjadj,hadjadj,ALS0e671@2017-01-01,,,,,,true,Hadjadj,,,36.1,0.333333,POINT(0.333333 36.1),,Hadjadj,Mostaganem,,,,,1.0,2050.0
ALS0ebfa@2017-01-01,DZA,,,,Aïn Tesra,ain tesra,ALS0ebfa@2017-01-01,,,,,,true,Aïn Tesra,,,36.03685,5.00228,POINT(5.00228 36.03685),,Aïn Tesra,Bordj Bou Arreridj,,,,,1.0,2051.0
ALS0ed57@2017-01-01,DZA,,,,Zeghaia,zeghaia,ALS0ed57@2017-01-01,,,,,,true,Zeghaia,,,36.467949,6.172538,POINT(6.172538 36.467949),,Zeghaia,Mila,,,,,1.0,2052.0
ALS0fae7@2017-01-01,DZA,,,,Tarmount,tarmount,ALS0fae7@2017-01-01,,,,,,true,Tarmount,,,35.820833,4.2875,POINT(4.2875 35.820833),,Tarmount,M'Sila,,,,,1.0,2053.0
ALS104cf@2017-01-01,DZA,,,,Amoucha,amoucha,ALS104cf@2017-01-01,,,,,,true,Amoucha,,,36.3880202,5.4107666,POINT(5.4107666 36.3880202),,Amoucha,Sétif,,,,,1.0,2054.0
ALS106b9@2017-01-01,DZA,,,,Stidia,stidia,ALS106b9@2017-01-01,,,,,,true,Stidia,,,35.833333,0.0,POINT(0 35.833333),,Stidia,Mostaganem,,,,,1.0,2055.0
ALS1092e@2017-01-01,DZA,,,,M'Tarfa,m tarfa,ALS1092e@2017-01-01,,,,,,true,M'Tarfa,,,35.6994,4.6176,POINT(4.6176 35.6994),,M'Tarfa,M'Sila,,,,,1.0,2056.0
ALS121d7@2017-01-01,DZA,,,,Kheireddine,kheireddine,ALS121d7@2017-01-01,,,,,,true,Kheireddine,,,35.9812012,0.168829,POINT(0.168829 35.9812012),,Kheireddine,Mostaganem,,,,,1.0,2057.0
ALS12235@2017-01-01,DZA,,,,Bouhmama,bouhmama,ALS12235@2017-01-01,,,,,,true,Bouhmama,,,35.32034,6.74657,POINT(6.74657 35.32034),,Bouhmama,Khenchela,,,,,1.0,2058.0
ALS125ea@2017-01-01,DZA,,,,Aboukir,aboukir,,,,,,,true,Mesra,,,,,,,,,,,,1,1.0,2059.0
ALS125ea@2017-01-01,DZA,,,,Mesra,mesra,ALS125ea@2017-01-01,,,,,,true,Mesra,,,35.8373413,0.1697848,POINT(0.1697848 35.8373413),,Mesra,Mostaganem,,,,,1.0,2060.0
ALS126fa@2017-01-01,DZA,,,,Tamacine,tamacine,ALS126fa@2017-01-01,,,,,,true,Tamacine,,,33.0219782,6.0226536,POINT(6.0226536 33.0219782),,Tamacine,Ouargla,,,,,1.0,2061.0
ALS12dec@2017-01-01,DZA,,,,Souaflia,souaflia,ALS12dec@2017-01-01,,,,,,true,Souaflia,,,35.85,0.333333,POINT(0.333333 35.85),,Souaflia,Mostaganem,,,,,1.0,2062.0
ALS12e0c@2017-01-01,DZA,,,,El Maine,el maine,ALS12e0c@2017-01-01,,,,,,true,El Maine,,,36.05086,1.75824,POINT(1.75824 36.05086),,El Maine,Aïn Defla,,,,,1.0,2063.0
ALS13cd6@2017-01-01,DZA,,,,Bougous,bougous,ALS13cd6@2017-01-01,,,,,,true,Bougous,,,36.659469,8.36935,POINT(8.36935 36.659469),,Bougous,El Tarf,,,,,1.0,2064.0
ALS145c4@2017-01-01,DZA,,,,Maamora,maamora,ALS145c4@2017-01-01,,,,,,true,Maamora,,,,,,,Maamora,Saïda,,,,,1.0,2065.0
ALS145f1@2017-01-01,DZA,,,,De Foucauld,foucauld,,,,,,,true,Rechaïga,,,,,,,,,,,,1,1.0,2066.0
ALS145f1@2017-01-01,DZA,,,,Rechaiga,rechaiga,ALS145f1@2017-01-01,,,,,,true,Rechaiga,,,35.4080802,1.9734192,POINT(1.9734192 35.4080802),,Rechaiga,Tiaret,,,,,1.0,2067.0
ALS156ba@2017-01-01,DZA,,,,Belimour,belimour,ALS156ba@2017-01-01,,,,,,true,Belimour,,,35.98045,4.87984,POINT(4.87984 35.98045),,Belimour,Bordj Bou Arreridj,,,,,1.0,2068.0
ALS156ba@2017-01-01,DZA,,,,Cerez,cerez,,,,,,,true,Bel Imour,,,,,,,,,,,,1,1.0,2069.0
ALS15d65@2017-01-01,DZA,,,,Lafayette,lafayette,,,,,,,true,Bougaa,,,,,,,,,,,,1,1.0,2070.0
ALS15faf@2017-01-01,DZA,,,,Medjez Sfa,medjez sfa,ALS15faf@2017-01-01,,,,,,true,Medjez Sfa,,,36.4338859,7.7832127,POINT(7.7832127 36.4338859),,Medjez Sfa,Guelma,,,,,1.0,2071.0
ALS16aa7@2017-01-01,DZA,,,,Saint-Maur,saint maur,,,,,,,true,Tamzoura,,,,,,,,,,,,1,1.0,2072.0
ALS17681@2017-01-01,DZA,,,,Palissy,palissy,,,,,,,true,Sidi Khaled,,,,,,,,,,,,2,1.0,2073.0
ALS17681@2017-01-01,DZA,,,,Sidi Khaled,sidi khaled,ALS17681@2017-01-01,,,,,,true,Sidi Khaled,,,,,,,Sidi Khaled,Biskra,,,,,1.0,2074.0
ALS17ce8@2017-01-01,DZA,,,,Bouguirat,bouguirat,ALS17ce8@2017-01-01,,,,,,true,Bouguirat,,,35.7515277,0.2532005,POINT(0.2532005 35.7515277),,Bouguirat,Mostaganem,,,,,1.0,2075.0
ALS18c0b@2017-01-01,DZA,,,,Oum el Assel 37010,oum el assel 37010,ALS18c0b@2017-01-01,,,,,,true,Oum el Assel 37010,,,,,,,Oum el Assel 37010,Tindouf,,,,,1.0,2076.0
ALS18f7c@2017-01-01,DZA,,,,Hammam Guergour,hammam guergour,ALS18f7c@2017-01-01,,,,,,true,Hammam Guergour,,,36.316667,5.066667,POINT(5.066667 36.316667),,Hammam Guergour,Sétif,,,,,1.0,2077.0
ALS194a0@2017-01-01,DZA,,,,Ras El Miaad,ras el miaad,ALS194a0@2017-01-01,,,,,,true,Ras El Miaad,,,34.18463,4.44955,POINT(4.44955 34.18463),,Ras El Miaad,Biskra,,,,,1.0,2078.0
ALS197ac@2017-01-01,DZA,,,,Cheraia,cheraia,ALS197ac@2017-01-01,,,,,,true,Cheraia,,,37.0018329,6.5128756,POINT(6.5128756 37.0018329),,Cheraia,Skikda,,,,,1.0,2079.0
ALS1a365@2017-01-01,DZA,,,,Bouchegouf,bouchegouf,ALS1a365@2017-01-01,,,,,,true,Bouchegouf,,,36.47172,7.72976,POINT(7.72976 36.47172),,Bouchegouf,Guelma,,,,,1.0,2080.0
ALS1a8e7@2017-01-01,DZA,,,,Bouati Mahmoud,bouati mahmoud,ALS1a8e7@2017-01-01,,,,,,true,Bouati Mahmoud,,,36.5922557,7.3280954,POINT(7.3280954 36.5922557),,Bouati Mahmoud,Guelma,,,,,1.0,2081.0
ALS1a8e7@2017-01-01,DZA,,,,Gallieni,gallieni,,,,,,,true,Bouati Mahmoud,,,,,,,,,,,,1,1.0,2082.0
ALS1b58e@2017-01-01,DZA,,,,Magra,magra,ALS1b58e@2017-01-01,,,,,,true,Magra,,,35.59995,5.066586,POINT(5.066586 35.59995),,Magra,M'Sila,,,,,1.0,2083.0
ALS1b8b5@2017-01-01,DZA,,,,Souamaa,souamaa,ALS1b8b5@2017-01-01,,,,,,true,Souamaa,,,,,,,Souamaa,M'Sila,,,,,1.0,2084.0
ALS1bc25@2017-01-01,DZA,,,,Pascal,pascal,,,,,,,true,Salah Bey,,,,,,,,,,,,1,1.0,2085.0
ALS1bc25@2017-01-01,DZA,,,,Salah Bey,salah bey,ALS1bc25@2017-01-01,,,,,,true,Salah Bey,,,35.8541353,5.2916336,POINT(5.2916336 35.8541353),,Salah Bey,Sétif,,,,,1.0,2086.0
ALS1cd34@2017-01-01,DZA,,,,Besbes,besbes,ALS1cd34@2017-01-01,,,,,,true,Besbes,,,,,,,Besbes,El Tarf,,,,,1.0,2087.0
ALS1d125@2017-01-01,DZA,,,,El Asnam,el asnam,ALS1d125@2017-01-01,,,,,,true,El Asnam,,,36.31216,4.07493,POINT(4.07493 36.31216),,El Asnam,Bouira,,,,,1.0,2089.0
ALS1dc73@2017-01-01,DZA,,,,Sebaine,sebaine,ALS1dc73@2017-01-01,,,,,,true,Sebaine,,,35.45623,1.60349,POINT(1.60349 35.45623),,Sebaine,Tiaret,,,,,1.0,2090.0
ALS1def0@2017-01-01,DZA,,,,Hammam Bouhadjar,hammam bouhadjar,ALS1def0@2017-01-01,,,,,,true,Hammam Bouhadjar,,,35.379122,-0.970488,POINT(-0.970488 35.379122),,Hammam Bouhadjar,Aïn Témouchent,,,,,1.0,2091.0
ALS1fce4@2017-01-01,DZA,,,,El Menaouer,el menaouer,ALS1fce4@2017-01-01,,,,,,true,El Menaouer,,,35.54288,0.40497,POINT(0.40497 35.54288),,El Menaouer,Mascara,,,,,1.0,2092.0
ALS20adc@2017-01-01,DZA,,,,Salah Bouchaour,salah bouchaour,ALS20adc@2017-01-01,,,,,,true,Salah Bouchaour,,,36.7,6.85,POINT(6.85 36.7),,Salah Bouchaour,Skikda,,,,,1.0,2094.0
ALS20b97@2017-01-01,DZA,,,,Naima,naima,ALS20b97@2017-01-01,,,,,,true,Naima,,,35.090759,1.477371,POINT(1.477371 35.090759),,Naima,Tiaret,,,,,1.0,2095.0
ALS20c97@2017-01-01,DZA,,,,Chentouf,chentouf,ALS20c97@2017-01-01,,,,,,true,Chentouf,,,35.303673,-1.029314,POINT(-1.029314 35.303673),,Chentouf,Aïn Témouchent,,,,,1.0,2096.0
ALS20c97@2017-01-01,DZA,,,,Kéroulis,keroulis,,,,,,,true,Chentouf,,,,,,,,,,,,1,1.0,2097.0
ALS214ca@2017-01-01,DZA,,,,Aïn Abid,ain abid,ALS214ca@2017-01-01,,,,,,true,Aïn Abid,,,36.2325044,6.944046,POINT(6.944046 36.2325044),,Aïn Abid,Constantine,,,,,1.0,2098.0
ALS21872@2017-01-01,DZA,,,,Dahouara,dahouara,ALS21872@2017-01-01,,,,,,true,Dahouara,,,36.3515639,7.7327442,POINT(7.7327442 36.3515639),,Dahouara,Guelma,,,,,1.0,2099.0
ALS21fb9@2017-01-01,DZA,,,,Bazer Sakhra,bazer sakhra,ALS21fb9@2017-01-01,,,,,,true,Bazer Sakhra,,,36.0701923,5.7302284,POINT(5.7302284 36.0701923),,Bazer Sakhra,Sétif,,,,,1.0,2100.0
ALS231bf@2017-01-01,DZA,,,,Zoubiria,zoubiria,ALS231bf@2017-01-01,,,,,,true,Zoubiria,,,36.066667,2.9,POINT(2.9 36.066667),,Zoubiria,Médéa,,,,,1.0,2101.0
ALS2418e@2017-01-01,DZA,,,,Palikao,palikao,,,,,,,true,Mascara,,,,,,,,,,,,2,1.0,2103.0
ALS24eb8@2017-01-01,DZA,,,,Prudon,prudon,,,,,,,true,Sidi Brahim,,,,,,,,,,,,1,1.0,2104.0
ALS24eb8@2017-01-01,DZA,,,,Sidi Brahim,sidi brahim,ALS24eb8@2017-01-01,,,,,,true,Sidi Brahim,,,35.2606778,-0.5674668,POINT(-0.5674668 35.2606778),,Sidi Brahim,Sidi Bel Abbès,,,,,1.0,2105.0
ALS25ae3@2017-01-01,DZA,,,,Tamsa,tamsa,ALS25ae3@2017-01-01,,,,,,true,Tamsa,,,35.17374,3.92553,POINT(3.92553 35.17374),,Tamsa,M'Sila,,,,,1.0,2106.0
ALS25be9@2017-01-01,DZA,,,,Bourached,bourached,ALS25be9@2017-01-01,,,,,,true,Bourached,,,36.1691,1.9292,POINT(1.9292 36.1691),,Bourached,Aïn Defla,,,,,1.0,2107.0
ALS26d94@2017-01-01,DZA,,,,Timezrit,timezrit,ALS26d94@2017-01-01,,,,,,true,Timezrit,,,,,,,Timezrit,Boumerdès,,,,,1.0,2108.0
ALS27a6a@2017-01-01,DZA,,,,M'Naguer,m naguer,ALS27a6a@2017-01-01,,,,,,true,M'Naguer,,,33.11321,6.40562,POINT(6.40562 33.11321),,M'Naguer,Ouargla,,,,,1.0,2109.0
ALS286bd@2017-01-01,DZA,,,,Mazouna,mazouna,ALS286bd@2017-01-01,,,,,,true,Mazouna,,,36.125674,0.876503,POINT(0.876503 36.125674),,Mazouna,Relizane,,,,,1.0,2111.0
ALS28e14@2017-01-01,DZA,,,,Diderot,diderot,,,,,,,true,Oued Lili,,,,,,,,,,,,1,1.0,2112.0
ALS2a1d2@2017-01-01,DZA,,,,El Idrissia,el idrissia,ALS2a1d2@2017-01-01,,,,,,true,El Idrissia,,,34.4481842,2.5289154,POINT(2.5289154 34.4481842),,El Idrissia,Djelfa,,,,,1.0,2113.0
ALS2a1d2@2017-01-01,DZA,,,,Zenina,zenina,,,,,,,true,El Idrissia,,,,,,,,,,,,1,1.0,2114.0
ALS2b3ee@2017-01-01,DZA,,,,Sidi Ben Adda,sidi ben adda,ALS2b3ee@2017-01-01,,,,,,true,Sidi Ben Adda,,,35.305306,-1.181293,POINT(-1.181293 35.305306),,Sidi Ben Adda,Aïn Témouchent,,,,,1.0,2115.0
ALS2c3c9@2017-01-01,DZA,,,,Abou El Hassan,abou el hassan,ALS2c3c9@2017-01-01,,,,,,true,Abou El Hassan,,,36.417864,1.195056,POINT(1.195056 36.417864),,Abou El Hassan,Chlef,,,,,1.0,2116.0
ALS2c3c9@2017-01-01,DZA,,,,Cavaignac,cavaignac,,,,,,,true,Abou El Hassan,,,,,,,,,,,,1,1.0,2117.0
ALS2ca27@2017-01-01,DZA,,,,Les Silos,silos,,,,,,,true,El Matmar,,,,,,,,,,,,1,1.0,2118.0
ALS2ca5c@2017-01-01,DZA,,,,El Malah,el malah,ALS2ca5c@2017-01-01,,,,,,true,El Malah,,,35.392592,-1.092941,POINT(-1.092941 35.392592),,El Malah,Aïn Témouchent,,,,,1.0,2120.0
ALS2ccc3@2017-01-01,DZA,,,,Philippeville,philippeville,,,,,,,true,Skikda,,,,,,,,,,,,2,1.0,2121.0
ALS2ce0f@2017-01-01,DZA,,,,Sidi Bakhti,sidi bakhti,ALS2ce0f@2017-01-01,,,,,,true,Sidi Bakhti,,,35.241168,0.978276,POINT(0.978276 35.241168),,Sidi Bakhti,Tiaret,,,,,1.0,2122.0
ALS2d445@2017-01-01,DZA,,,,El Anseur,el anseur,ALS2d445@2017-01-01,,,,,,true,El Anseur,,,36.2,4.49,POINT(4.49 36.2),,El Anseur,Bordj Bou Arreridj,,,,,1.0,2123.0
ALS2e0ad@2017-01-01,DZA,,,,Toqueville,toqueville,,,,,,,true,Ras El Oued,,,,,,,,,,,,1,1.0,2124.0
ALS2e905@2017-01-01,DZA,,,,Fauvelle,fauvelle,,,,,,,true,El Abta,,,,,,,,,,,,1,1.0,2126.0
ALS2e905@2017-01-01,DZA,,,,Les Attafs,attafs,,,,,,,true,El Attaf,,,,,,,,,,,,1,1.0,2127.0
ALS2ecdc@2017-01-01,DZA,,,,Sidi Okba,sidi okba,ALS2ecdc@2017-01-01,,,,,,true,Sidi Okba,,,34.75,5.9,POINT(5.9 34.75),,Sidi Okba,Biskra,,,,,1.0,2128.0
ALS30140@2017-01-01,DZA,,,,Behagle,behagle,,,,,,,true,Ain El Ahdjar,,,,,,,,,,,,2,1.0,2129.0
ALS30859@2017-01-01,DZA,,,,Ouled Sidi Brahim,ouled sidi brahim,ALS30859@2017-01-01,,,,,,true,Ouled Sidi Brahim,,,,,,,Ouled Sidi Brahim,Bordj Bou Arreridj,,,,,1.0,2130.0
ALS3090f@2017-01-01,DZA,,,,Alma,alma,,,,,,,true,Boudouaou,,,,,,,,,,,,1,1.0,2131.0
ALS30faa@2017-01-01,DZA,,,,Mediouna,mediouna,ALS30faa@2017-01-01,,,,,,true,Mediouna,,,36.11667,0.75,POINT(0.75 36.11667),,Mediouna,Relizane,,,,,1.0,2132.0
ALS31083@2017-01-01,DZA,,,,Berhoum,berhoum,ALS31083@2017-01-01,,,,,,true,Berhoum,,,35.6548553,5.0344849,POINT(5.0344849 35.6548553),,Berhoum,M'Sila,,,,,1.0,2133.0
ALS310c0@2017-01-01,DZA,,,,Es Sebt,es sebt,ALS310c0@2017-01-01,,,,,,true,Es Sebt,,,36.6623603,7.0774269,POINT(7.0774269 36.6623603),,Es Sebt,Skikda,,,,,1.0,2134.0
ALS31b3a@2017-01-01,DZA,,,,Oulhaça El Gheraba,oulhaca el gheraba,ALS31b3a@2017-01-01,,,,,,true,Oulhaça El Gheraba,,,35.233045,-1.504494,POINT(-1.504494 35.233045),,Oulhaça El Gheraba,Aïn Témouchent,,,,,1.0,2135.0
ALS33195@2017-01-01,DZA,,,,Metameur ed Darou,metameur ed darou,,,,,,,true,Matemore,,,,,,,,,,,,1,1.0,2136.0
ALS358bf@2017-01-01,DZA,,,,Moudjebara,moudjebara,ALS358bf@2017-01-01,,,,,,true,Moudjebara,,,34.503692,3.4704351,POINT(3.4704351 34.503692),,Moudjebara,Djelfa,,,,,1.0,2137.0
ALS35c1e@2017-01-01,DZA,,,,Aïn Fras,ain fras,ALS35c1e@2017-01-01,,,,,,true,Aïn Fras,,,35.19032,-0.15241,POINT(-0.15241 35.19032),,Aïn Fras,Mascara,,,,,1.0,2138.0
ALS361df@2017-01-01,DZA,,,,Ras El Ma,ras el ma,ALS361df@2017-01-01,,,,,,true,Ras El Ma,,,34.4973612,-0.8195114,POINT(-0.8195114 34.4973612),,Ras El Ma,Sidi Bel Abbès,,,,,1.0,2140.0
ALS365c9@2017-01-01,DZA,,,,Echatt,echatt,ALS365c9@2017-01-01,,,,,,true,Echatt,,,36.830172,7.875137,POINT(7.875137 36.830172),,Echatt,El Tarf,,,,,1.0,2141.0
ALS372a8@2017-01-01,DZA,,,,Renault,renault,,,,,,,true,Sidi M'Hamed Ben Ali,,,,,,,,,,,,1,1.0,2142.0
ALS372a8@2017-01-01,DZA,,,,Sidi M'Hamed Ben Ali,sidi m hamed ben ali,ALS372a8@2017-01-01,,,,,,true,Sidi M'Hamed Ben Ali,,,36.14329,0.84334,POINT(0.84334 36.14329),,Sidi M'Hamed Ben Ali,Relizane,,,,,1.0,2143.0
ALS379a6@2017-01-01,DZA,,,,Ghriss,ghriss,ALS379a6@2017-01-01,,,,,,true,Ghriss,,,35.2481425,0.1613617,POINT(0.1613617 35.2481425),,Ghriss,Mascara,,,,,1.0,2144.0
ALS379a6@2017-01-01,DZA,,,,Thiersville,thiersville,,,,,,,true,Ghriss,,,,,,,,,,,,1,1.0,2145.0
ALS37bcf@2017-01-01,DZA,,,,L'Hillil,hillil,,,,,,,true,Yellel,,,,,,,,,,,,1,1.0,2146.0
ALS37bcf@2017-01-01,DZA,,,,Yellel,yellel,ALS37bcf@2017-01-01,,,,,,true,Yellel,,,35.721944,0.353611,POINT(0.353611 35.721944),,Yellel,Relizane,,,,,1.0,2147.0
ALS37dbf@2017-01-01,DZA,,,,Uzes-le-Duc,uzes duc,,,,,,,true,Oued El Abtal,,,,,,,,,,,,1,1.0,2148.0
ALS391d4@2017-01-01,DZA,,,,El Karimia,el karimia,ALS391d4@2017-01-01,,,,,,true,El Karimia,,,36.116667,1.55,POINT(1.55 36.116667),,El Karimia,Chlef,,,,,1.0,2149.0
ALS393ca@2017-01-01,DZA,,,,Oum El Djalil,oum el djalil,ALS393ca@2017-01-01,,,,,,true,Oum El Djalil,,,35.82744,2.62387,POINT(2.62387 35.82744),,Oum El Djalil,Médéa,,,,,1.0,2150.0
ALS39fb7@2017-01-01,DZA,,,,Bordj Zemoura,bordj zemoura,ALS39fb7@2017-01-01,,,,,,true,Bordj Zemoura,,,36.292991,4.855957,POINT(4.855957 36.292991),,Bordj Zemoura,Bordj Bou Arreridj,,,,,1.0,2151.0
ALS39fb7@2017-01-01,DZA,,,,Zemmours,zemmours,,,,,,,true,Bordj Zemoura,,,,,,,,,,,,1,1.0,2152.0
ALS3a928@2017-01-01,DZA,,,,Zbarbar (ou El Isseri),zbarbar ou el isseri,ALS3a928@2017-01-01,,,,,,true,Zbarbar (ou El Isseri),,,,,,,Zbarbar (ou El Isseri),Bouira,,,,,1.0,2153.0
ALS3b95c@2017-01-01,DZA,,,,Tilmouni,tilmouni,ALS3b95c@2017-01-01,,,,,,true,Tilmouni,,,35.17407,-0.54848,POINT(-0.54848 35.17407),,Tilmouni,Sidi Bel Abbès,,,,,1.0,2154.0
ALS3ba8b@2017-01-01,DZA,,,,Burdeau,burdeau,,,,,,,true,Mahdia,,,,,,,,,,,,1,1.0,2155.0
ALS3c14b@2017-01-01,DZA,,,,Amourah,amourah,ALS3c14b@2017-01-01,,,,,,true,Amourah,,,34.35431,3.87086,POINT(3.87086 34.35431),,Amourah,Djelfa,,,,,1.0,2156.0
ALS3d3db@2017-01-01,DZA,,,,Aïn Ben Khelil,ain ben khelil,ALS3d3db@2017-01-01,,,,,,true,Aïn Ben Khelil,,,33.2902163,-0.7640648,POINT(-0.7640648 33.2902163),,Aïn Ben Khelil,Naâma,,,,,1.0,2157.0
ALS3e326@2017-01-01,DZA,,,,Taya,taya,ALS3e326@2017-01-01,,,,,,true,Taya,,,35.97139,5.95639,POINT(5.95639 35.97139),,Taya,Sétif,,,,,1.0,2158.0
ALS3e530@2017-01-01,DZA,,,,Wagram,wagram,,,,,,,true,Moulay Larby,,,,,,,,,,,,1,1.0,2159.0
ALS3f308@2017-01-01,DZA,,,,Khettouti Sed El Djir,khettouti sed el djir,ALS3f308@2017-01-01,,,,,,true,Khettouti Sed El Djir,,,35.63027,4.17676,POINT(4.17676 35.63027),,Khettouti Sed El Djir,M'Sila,,,,,1.0,2160.0
