id,CODEISO3,insee_code,start_datetime,end_datetime,name,norm_name,newest_id,insee_code_history,dep_history,population,dep_code,newest_insee_code,validity,newest_name,newest_dep_code,surface,latitude,longitude,geopoint_2d,Code ONS,Commune,dep,Dates changement,Daira,Code postal,ambiguity,norm_rank,insee_rank
ALSed01a@2017-01-01,DZA,,,,Djebahia,djebahia,ALSed01a@2017-01-01,,,,,,true,Djebahia,,,36.4763773,3.7578392,POINT(3.7578392 36.4763773),,Djebahia,Bouira,,,,,1.0,2543.0
ALSed01a@2017-01-01,DZA,,,,Laperrine,laperrine,,,,,,,true,Djebahia,,,,,,,,,,,,1,1.0,2544.0
ALSed01a@2017-01-01,DZA,,,,Sully,sully,,,,,,,true,Djebairia,,,,,,,,,,,,1,1.0,2545.0
ALSed88d@2017-01-01,DZA,,,,Ben Srour,ben srour,ALSed88d@2017-01-01,,,,,,true,Ben Srour,,,35.040257,4.5637894,POINT(4.5637894 35.040257),,Ben Srour,M'Sila,,,,,1.0,2546.0
ALSefadf@2017-01-01,DZA,,,,Yabous,yabous,ALSefadf@2017-01-01,,,,,,true,Yabous,,,35.40815,6.64184,POINT(6.64184 35.40815),,Yabous,Khenchela,,,,,1.0,2547.0
ALSefeb3@2017-01-01,DZA,,,,Aïn Smara,ain smara,ALSefeb3@2017-01-01,,,,,,true,Aïn Smara,,,36.2674,6.50135,POINT(6.50135 36.2674),,Aïn Smara,Constantine,,,,,1.0,2548.0
ALSf037d@2017-01-01,DZA,,,,Ben Djerrah,ben djerrah,ALSf037d@2017-01-01,,,,,,true,Ben Djerrah,,,36.432125,7.3685646,POINT(7.3685646 36.432125),,Ben Djerrah,Guelma,,,,,1.0,2549.0
ALSf06a7@2017-01-01,DZA,,,,Boukadir,boukadir,ALSf06a7@2017-01-01,,,,,,true,Boukadir,,,36.063611,1.124444,POINT(1.124444 36.063611),,Boukadir,Chlef,,,,,1.0,2550.0
ALSf06a7@2017-01-01,DZA,,,,Charon,charon,,,,,,,true,Boukadir,,,,,,,,,,,,1,1.0,2551.0
ALSf08ea@2017-01-01,DZA,,,,Montcalm,montcalm,,,,,,,true,Tamlouka,,,,,,,,,,,,1,1.0,2552.0
ALSf0994@2017-01-01,DZA,,,,Faidja,faidja,ALSf0994@2017-01-01,,,,,,true,Faidja,,,35.1925,1.58111,POINT(1.58111 35.1925),,Faidja,Tiaret,,,,,1.0,2553.0
ALSf0f06@2017-01-01,DZA,,,,Sehailia,sehailia,ALSf0f06@2017-01-01,,,,,,true,Sehailia,,,35.51129,0.38246,POINT(0.38246 35.51129),,Sehailia,Mascara,,,,,1.0,2554.0
ALSf104f@2017-01-01,DZA,,,,Mansourah,mansourah,ALSf104f@2017-01-01,,,,,,true,Mansourah,,,,,,,Mansourah,Mostaganem,,,,,1.0,2555.0
ALSf1712@2017-01-01,DZA,,,,Khelil,khelil,ALSf1712@2017-01-01,,,,,,true,Khelil,,,36.1756433,5.0290775,POINT(5.0290775 36.1756433),,Khelil,Bordj Bou Arreridj,,,,,1.0,2556.0
ALSf176e@2017-01-01,DZA,,,,Nesmoth,nesmoth,ALSf176e@2017-01-01,,,,,,true,Nesmoth,,,35.25,0.383333,POINT(0.383333 35.25),,Nesmoth,Mascara,,,,,1.0,2557.0
ALSf1785@2017-01-01,DZA,,,,Sidi Ameur,sidi ameur,ALSf1785@2017-01-01,,,,,,true,Sidi Ameur,,,,,,,Sidi Ameur,M'Sila,,,,,1.0,2558.0
ALSf1dcd@2017-01-01,DZA,,,,Dhayet Bendhahoua,dhayet bendhahoua,ALSf1dcd@2017-01-01,,,,,,true,Dhayet Bendhahoua,,,32.5370241,3.6056646,POINT(3.6056646 32.5370241),,Dhayet Bendhahoua,Ghardaïa,,,,,1.0,2559.0
ALSf1f33@2017-01-01,DZA,,,,Maarif,maarif,ALSf1f33@2017-01-01,,,,,,true,Maarif,,,35.41528,4.34417,POINT(4.34417 35.41528),,Maarif,M'Sila,,,,,1.0,2560.0
ALSf1f93@2017-01-01,DZA,,,,El Emir Abdelkader,el emir abdelkader,ALSf1f93@2017-01-01,,,,,,true,El Emir Abdelkader,,,35.224346,-1.403305,POINT(-1.403305 35.224346),,El Emir Abdelkader,Aïn Témouchent,,,,,1.0,2561.0
ALSf2bd8@2017-01-01,DZA,,,,Tircine,tircine,ALSf2bd8@2017-01-01,,,,,,true,Tircine,,,34.9013485,0.5546379,POINT(0.5546379 34.9013485),,Tircine,Saïda,,,,,1.0,2562.0
ALSf311a@2017-01-01,DZA,,,,Ménerville,menerville,,,,,,,true,Thenia,,,,,,,,,,,,1,1.0,2563.0
ALSf3a41@2017-01-01,DZA,,,,Ouled Aissa,ouled aissa,ALSf3a41@2017-01-01,,,,,,true,Ouled Aissa,,,,,,,Ouled Aissa,Boumerdès,,,,,1.0,2564.0
ALSf4508@2017-01-01,DZA,,,,Mouzaïa-les-Mines,mouzaia mines,,,,,,,true,Tamesguida,,,,,,,,,,,,1,1.0,2565.0
ALSf4508@2017-01-01,DZA,,,,Tamesguida,tamesguida,ALSf4508@2017-01-01,,,,,,true,Tamesguida,,,36.324029,2.6895046,POINT(2.6895046 36.324029),,Tamesguida,Médéa,,,,,1.0,2566.0
ALSf4fd3@2017-01-01,DZA,,,,Babor,babor,ALSf4fd3@2017-01-01,,,,,,true,Babor,,,36.4904,5.5399,POINT(5.5399 36.4904),,Babor,Sétif,,,,,1.0,2567.0
ALSf5364@2017-01-01,DZA,,,,Cassaigne,cassaigne,,,,,,,true,Sidi Ali,,,,,,,,,,,,1,1.0,2568.0
ALSf5364@2017-01-01,DZA,,,,Sidi Ali,sidi ali,ALSf5364@2017-01-01,,,,,,true,Sidi Ali,,,36.1,0.416667,POINT(0.416667 36.1),,Sidi Ali,Mostaganem,,,,,1.0,2569.0
ALSf555d@2017-01-01,DZA,,,,Hassi Bahbah,hassi bahbah,ALSf555d@2017-01-01,,,,,,true,Hassi Bahbah,,,35.0758078,3.0270767,POINT(3.0270767 35.0758078),,Hassi Bahbah,Djelfa,,,,,1.0,2570.0
ALSf59cf@2017-01-01,DZA,,,,Eaux-chaudes,eaux chaudes,,,,,,,true,Ouled Khaled,,,,,,,,,,,,1,1.0,2571.0
ALSf5af6@2017-01-01,DZA,,,,Ouled Atia,ouled atia,ALSf5af6@2017-01-01,,,,,,true,Ouled Atia,,,35.17353,3.72625,POINT(3.72625 35.17353),,Ouled Atia,M'Sila,,,,,1.0,2572.0
ALSf60a9@2017-01-01,DZA,,,,Sidi Khouiled,sidi khouiled,ALSf60a9@2017-01-01,,,,,,true,Sidi Khouiled,,,31.9798321,5.4184055,POINT(5.4184055 31.9798321),,Sidi Khouiled,Ouargla,,,,,1.0,2573.0
ALSf6479@2017-01-01,DZA,,,,Bir Ould Khelifa,bir ould khelifa,ALSf6479@2017-01-01,,,,,,true,Bir Ould Khelifa,,,36.183333,2.233333,POINT(2.233333 36.183333),,Bir Ould Khelifa,Aïn Defla,,,,,1.0,2574.0
ALSf65a5@2017-01-01,DZA,,,,Aïn Chouhada,ain chouhada,ALSf65a5@2017-01-01,,,,,,true,Aïn Chouhada,,,34.24108,2.52186,POINT(2.52186 34.24108),,Aïn Chouhada,Djelfa,,,,,1.0,2575.0
ALSf6a32@2017-01-01,DZA,,,,El Amra,el amra,ALSf6a32@2017-01-01,,,,,,true,El Amra,,,36.305,1.847,POINT(1.847 36.305),,El Amra,Aïn Defla,,,,,1.0,2576.0
ALSf6a32@2017-01-01,DZA,,,,Village d'el Anabres,village el anabres,,,,,,,true,El A’Nabra,,,,,,,,,,,,1,1.0,2577.0
ALSf6a48@2017-01-01,DZA,,,,Maala,maala,ALSf6a48@2017-01-01,,,,,,true,Maala,,,36.44261,3.87112,POINT(3.87112 36.44261),,Maala,Bouira,,,,,1.0,2578.0
ALSf7499@2017-01-01,DZA,,,,El Hakimia,el hakimia,ALSf7499@2017-01-01,,,,,,true,El Hakimia,,,36.09114,3.7805,POINT(3.7805 36.09114),,El Hakimia,Bouira,,,,,1.0,2579.0
ALSf8d0c@2017-01-01,DZA,,,,Aïn Zouit,ain zouit,ALSf8d0c@2017-01-01,,,,,,true,Aïn Zouit,,,36.8901585,6.7854738,POINT(6.7854738 36.8901585),,Aïn Zouit,Skikda,,,,,1.0,2580.0
ALSfabba@2017-01-01,DZA,,,,Crampel,crampel,,,,,,,true,Redjem Demouche,,,,,,,,,,,,1,1.0,2581.0
ALSfabba@2017-01-01,DZA,,,,Redjem Demouche,redjem demouche,ALSfabba@2017-01-01,,,,,,true,Redjem Demouche,,,34.4271075,-0.8097742,POINT(-0.8097742 34.4271075),,Redjem Demouche,Sidi Bel Abbès,,,,,1.0,2582.0
ALSfb3e0@2017-01-01,DZA,,,,Dar Ben Abdellah,dar ben abdellah,ALSfb3e0@2017-01-01,,,,,,true,Dar Ben Abdellah,,,35.70098,0.68719,POINT(0.68719 35.70098),,Dar Ben Abdellah,Relizane,,,,,1.0,2583.0
ALSfb7ad@2017-01-01,DZA,,,,Fondouck,fondouck,,,,,,,true,Khemis El-Khechna,,,,,,,,,,,,1,1.0,2584.0
ALSfb7ad@2017-01-01,DZA,,,,Khemis El-Khechna,khemis el khechna,ALSfb7ad@2017-01-01,,,,,,true,Khemis El-Khechna,,,36.64897,3.32888,POINT(3.32888 36.64897),,Khemis El-Khechna,Boumerdès,,,,,1.0,2585.0
ALSfd081@2017-01-01,DZA,,,,Aïn Legradj,ain legradj,ALSfd081@2017-01-01,,,,,,true,Aïn Legradj,,,36.4096,4.891,POINT(4.891 36.4096),,Aïn Legradj,Sétif,,,,,1.0,2586.0
ALSfdc8d@2017-01-01,DZA,,,,Taguedit,taguedit,ALSfdc8d@2017-01-01,,,,,,true,Taguedit,,,36.01759,3.99462,POINT(3.99462 36.01759),,Taguedit,Bouira,,,,,1.0,2587.0
ALSfe14a@2017-01-01,DZA,,,,Dahmouni,dahmouni,ALSfe14a@2017-01-01,,,,,,true,Dahmouni,,,35.4166842,1.4762879,POINT(1.4762879 35.4166842),,Dahmouni,Tiaret,,,,,1.0,2588.0
ALSfe14a@2017-01-01,DZA,,,,Trumelet,trumelet,,,,,,,true,Dahmouni,,,,,,,,,,,,1,1.0,2589.0
ALSffc40@2017-01-01,DZA,,,,Sidi Aïssa,sidi aissa,ALSffc40@2017-01-01,,,,,,true,Sidi Aïssa,,,36.5,4.29777778,POINT(4.29777778 36.5),,Sidi Aïssa,M'Sila,,,,,1.0,2590.0
ALSfff0d@2017-01-01,DZA,,,,Boumedfaa,boumedfaa,ALSfff0d@2017-01-01,,,,,,true,Boumedfaa,,,36.370321,2.47651,POINT(2.47651 36.370321),,Boumedfaa,Aïn Defla,,,,,1.0,2591.0
ALW01161@2017-01-01,DZA,,,,Skikda,skikda,ALS18f0e@2017-01-01,,,,,,false,Beni Zid,,,,,,,Beni Zid,Skikda,,,,,1.0,76.0
ALW04f49@2017-01-01,DZA,,,,Relizane,relizane,ALS021e8@2017-01-01,,,,,,false,Beni Dergoun,,,,,,,Beni Dergoun,Relizane,,,,,1.0,99.0
ALW0c39b@2017-01-01,DZA,,,,Tissemsilt,tissemsilt,ALS122f0@2017-01-01,,,,,,false,Sidi Boutouchent,,,,,,,Sidi Boutouchent,Tissemsilt,,,,,1.0,119.0
ALW0d73a@2017-01-01,DZA,,,,M'Sila,m sila,ALS1064c@2017-01-01,,,,,,false,M'Cif,,,,,,,M'Cif,M'Sila,,,,,1.0,131.0
ALW1b39e@2017-01-01,DZA,,,,Ghardaïa,ghardaia,ALS66d42@2017-01-01,,,,,,false,El Atteuf (Tajnint),,,32.483333,3.683333,POINT(3.683333 32.483333),,El Atteuf (Tajnint),Ghardaïa,,,,,1.0,150.0
ALW29185@2017-01-01,DZA,,,,Tizi Ouzou,tizi ouzou,ALCO1502@2017-01-01,,,20401,,,false,Ain El Hammam,,3855,,,,1502,Ain El Hammam,Tizi Ouzou,,,,,1.0,155.0
ALW295b7@2017-01-01,DZA,,,,Tlemcen,tlemcen,ALCO1304@2017-01-01,,,46999,,,false,Remchi,,,,,,1304,Remchi,Tlemcen,,,,,1.0,191.0
ALW2a142@2017-01-01,DZA,,,,Jijel,jijel,ALCO1802@2017-01-01,,,2532,,,false,Eraguene,,,,,,1802,Eraguene,Jijel,,,,,1.0,216.0
ALW2c5ac@2017-01-01,DZA,,,,Laghouat,laghouat,ALCO0302@2017-01-01,,,23841,,,false,Ksar El Hirane,,1240,,,,0302,Ksar El Hirane,Laghouat,,,,,1.0,233.0
ALW2ed08@2017-01-01,DZA,,,,Batna,batna,ALCO0505@2017-01-01,,,,,,false,Seriana,,,,,,0505,Seriana,Batna,,,,,1.0,263.0
ALW2f656@2017-01-01,DZA,,,,Alger,alger,ALCO1604@2017-01-01,,,2481788,,,false,,,214,36.7114,3.4978,POINT(3.4978 36.7114),1604,,Alger,1984,,,,1.0,291.0
ALW35f95@2017-01-01,DZA,,,,Saïda,saida,ALS0aab5@2017-01-01,,,,,,false,Youb,,,,,,,Youb,Saïda,,,,,1.0,314.0
ALW4d349@2017-01-01,DZA,,,,Illizi,illizi,ALCO3302@2017-01-01,,,14655,,,false,Djanet,,57460,,,,3302,Djanet,Illizi,,,,,1.0,356.0
ALW529e8@2017-01-01,DZA,,,,Boumerdès,boumerdes,ALS29db6@2017-01-01,,,,,,false,Chabet el Ameur,,,,,,,Chabet el Ameur,Boumerdès,,,,,1.0,358.0
ALW5c1a5@2017-01-01,DZA,,,,Oum El Bouaghi,oum el bouaghi,ALCO0408@2017-01-01,,,16129,,,false,Aïn Babouche,,199,,,,0408,Aïn Babouche,Oum El Bouaghi,,,,,1.0,374.0
ALW5cdcd@2017-01-01,DZA,,,,Adrar,adrar,ALCO0103@2017-01-01,,,11347,,,false,Charouine,,,,,,0103,Charouine,Adrar,,,,,1.0,389.0
ALW618b0@2017-01-01,DZA,,,,Tébessa,tebessa,ALCO1202@2017-01-01,,,77727,,,false,Bir el-Ater,,1522,,,,1202,Bir el-Ater,Tébessa,,,,,1.0,401.0
ALW62681@2017-01-01,DZA,,,,El Bayadh,el bayadh,ALCO3204@2017-01-01,,,,,,false,Brezina,,,,,,3204,Brezina,El Bayadh,,,,,1.0,417.0
ALW684a6@2017-01-01,DZA,,,,Annaba,annaba,ALCO2306@2017-01-01,,,21088,,,false,Oued El Aneb,,190,,,,2306,Oued El Aneb,Annaba,,,,,1.0,427.0
ALW6dc83@2017-01-01,DZA,,,,Aïn Defla,ain defla,ALS12924@2017-01-01,,,,,,false,Djendel,,,,,,,Djendel,Aïn Defla,,,,,1.0,431.0
ALW74aa3@2017-01-01,DZA,,,,Naâma,naama,ALS0619d@2017-01-01,,,,,,false,Djeniene Bourezg,,,,,,,Djeniene Bourezg,Naâma,,,,,1.0,450.0
ALW82793@2017-01-01,DZA,,,,Béchar,bechar,ALCO0807@2017-01-01,,,11416,,,false,Béni Abbès,,10040,,,,0807,Béni Abbès,Béchar,,,,,1.0,457.0
ALW845d1@2017-01-01,DZA,,,,Djelfa,djelfa,ALS12809@2017-01-01,,,,,,false,Hassi Fedoul,,,,,,,Hassi Fedoul,Djelfa,,,,,1.0,467.0
ALW8516a@2017-01-01,DZA,,,,Guelma,guelma,ALS11243@2017-01-01,,,,,,false,Aïn Reggada,,,,,,,Aïn Reggada,Guelma,,,,,1.0,485.0
ALW8705a@2017-01-01,DZA,,,,Souk Ahras,souk ahras,ALCO4104@2017-01-01,,,21802,,,false,Mechroha,,,,,,4104,Mechroha,Souk Ahras,,,,,1.0,499.0
ALW8c9f8@2017-01-01,DZA,,,,Aïn Témouchent,ain temouchent,ALS0f967@2017-01-01,,,,,,false,Beni Saf,,,,,,,Beni Saf,Aïn Témouchent,,,,,1.0,513.0
ALW8e27b@2017-01-01,DZA,,,,Chlef,chlef,ALS00563@2017-01-01,,,,,,false,Oued Sly,,,,,,,Oued Sly,Chlef,,,,,1.0,525.0
ALW95d2c@2017-01-01,DZA,,,,Tiaret,tiaret,ALS0950a@2017-01-01,,,,,,false,Meghila,,,,,,,Meghila,Tiaret,,,,,1.0,541.0
ALW9bb22@2017-01-01,DZA,,,,El Tarf,el tarf,ALS135f7@2017-01-01,,,,,,false,Chebaita Mokhtar,,,,,,,Chebaita Mokhtar,El Tarf,,,,,1.0,562.0
ALW9ce38@2017-01-01,DZA,,,,Bordj Bou Arreridj,bordj bou arreridj,ALS0ebfa@2017-01-01,,,,,,false,Aïn Tesra,,,,,,,Aïn Tesra,Bordj Bou Arreridj,,,,,1.0,575.0
ALWa3c22@2017-01-01,DZA,,,,Sidi Bel Abbès,sidi bel abbes,ALP22150@2017-01-01,,,1969,,,false,Aïn Thrid,,,,,,,Aïn Thrid,Sidi Bel Abbès,,,22150,,1.0,587.0
ALWac10a@2017-01-01,DZA,,,,Mila,mila,ALS0ed57@2017-01-01,,,,,,false,Zeghaia,,,,,,,Zeghaia,Mila,,,,,1.0,619.0
ALWb9990@2017-01-01,DZA,,,,Blida,blida,ALCO0902@2017-01-01,,,29660,,,false,Chebli,,,,,,0902,Chebli,Blida,,,,,1.0,634.0
ALWba668@2017-01-01,DZA,,,,Tindouf,tindouf,ALS69daa@2017-01-01,,,,,,false,Tindouf 37000,,,27.666667,-8.15,POINT(-8.15 27.666667),,Tindouf 37000,Tindouf,,,,,1.0,649.0
ALWbc447@2017-01-01,DZA,,,,El Oued,el oued,ALCO3902@2017-01-01,,,21965,,,false,Robbah,,,,,,3902,Robbah,El Oued,,,,,1.0,650.0
ALWc48d9@2017-01-01,DZA,,,,Tipaza,tipaza,ALCO4202@2017-01-01,,,25480,,,false,Menaceur,,,,,,4202,Menaceur,Tipaza,,,,,1.0,664.0
ALWd2a97@2017-01-01,DZA,,,,Mostaganem,mostaganem,ALS04851@2017-01-01,,,,,,false,Hassi Mameche,,,,,,,Hassi Mameche,Mostaganem,,,,,1.0,677.0
ALWd5618@2017-01-01,DZA,,,,Biskra,biskra,ALS17681@2017-01-01,,,,,,false,Sidi Khaled,,,,,,,Sidi Khaled,Biskra,,,,,1.0,691.0
ALWd9f22@2017-01-01,DZA,,,,Constantine,constantine,ALS011f2@2017-01-01,,,,,,false,,,448374,36.221,7.0546,POINT(7.0546 36.221),,,Constantine,,,,,1.0,705.0
ALWdf864@2017-01-01,DZA,,,,Oran,oran,ALCO3103@2017-01-01,,,609940,,,false,,,3246,35.6383,-0.2101,POINT(-0.2101 35.6383),3103,,Oran,,,,,1.0,712.0
ALWed7d3@2017-01-01,DZA,,,,Tamanrasset,tamanrasset,ALCO1104@2017-01-01,,,,,,false,In Guezzam,,,,,,1104,In Guezzam,Tamanrasset,,,,,1.0,725.0
ALWf0f4c@2017-01-01,DZA,,,,Bouira,bouira,ALS0691f@2017-01-01,,,,,,false,Souk El Khemis,,,36.36666,3.88333,POINT(3.88333 36.36666),,Souk El Khemis,Bouira,,,,,1.0,727.0
ALWf0f4c@2017-01-01,DZA,,,,Coligny,coligny,,,,,,,true,Bouira,,,,,,,,,,,,1,1.0,2592.0
ALWf2299@2017-01-01,DZA,,,,Béjaïa,bejaia,ALCO0603@2017-01-01,,,15482,,,false,Ferraoun,,,,,,0603,Ferraoun,Béjaïa,,,,,1.0,744.0
ALWf5532@2017-01-01,DZA,,,,Khenchela,khenchela,ALS07546@2017-01-01,,,,,,false,M'Sara,,,,,,,M'Sara,Khenchela,,,,,1.0,770.0
ALWf5a4b@2017-01-01,DZA,,,,Sétif,setif,ALS09258@2017-01-01,,,,,,false,Serdj El Ghoul,,,,,,,Serdj El Ghoul,Sétif,,,,,1.0,782.0
ALWfed77@2017-01-01,DZA,,,,Ouargla,ouargla,ALS063f5@2017-01-01,,,,,,false,Nezla,,,,,,,Nezla,Ouargla,,,,,1.0,816.0
ALCO0102@2017-01-01,DZA,,,,Tamest,tamest,ALCO0102@2017-01-01,,,8266,,,true,Tamest,,,27.45394,-0.26024,POINT(-0.26024 27.45394),0102,Tamest,Adrar,,,,,1.0,2594.0
ALCO0104@2017-01-01,DZA,,,,Reggane,reggane,ALCO0104@2017-01-01,,,20402,,,true,Reggane,,,26.697358,0.271311,POINT(0.271311 26.697358),0104,Reggane,Adrar,,,,,1.0,2595.0
ALCO0107@2017-01-01,DZA,,,,Ksar Kaddour,ksar kaddour,ALCO0107@2017-01-01,,,4742,,,true,Ksar Kaddour,,,29.57739,0.3739,POINT(0.3739 29.57739),0107,Ksar Kaddour,Adrar,,,,,1.0,2596.0
ALCO0109@2017-01-01,DZA,,,,Timimoun,timimoun,ALCO0109@2017-01-01,,,33060,,,true,Timimoun,,,29.25,0.25,POINT(0.25 29.25),0109,Timimoun,Adrar,,,,,1.0,2597.0
ALCO0110@2017-01-01,DZA,,,,Ouled Saïd,ouled said,ALCO0110@2017-01-01,,,8219,,,true,Ouled Saïd,,,29.42054,0.23876,POINT(0.23876 29.42054),0110,Ouled Saïd,Adrar,,,,,1.0,2598.0
ALCO0112@2017-01-01,DZA,,,,Aoulef,aoulef,ALCO0112@2017-01-01,,,21723,,,true,Aoulef,,,26.9667,1.08333,POINT(1.08333 26.9667),0112,Aoulef,Adrar,,,,,1.0,2599.0
ALCO0113@2017-01-01,DZA,,,,Tamekten,tamekten,ALCO0113@2017-01-01,,,18598,,,true,Tamekten,,,27.018889,1.026944,POINT(1.026944 27.018889),0113,Tamekten,Adrar,,,,,1.0,2600.0
ALCO0115@2017-01-01,DZA,,,,Fenoughil,fenoughil,ALCO0115@2017-01-01,,,11793,,,true,Fenoughil,,,27.6667,0.3,POINT(0.3 27.6667),0115,Fenoughil,Adrar,,,,,1.0,2601.0
ALCO0116@2017-01-01,DZA,,,,Tinerkouk,tinerkouk,ALCO0116@2017-01-01,,,15980,,,true,Tinerkouk,,,29.75,0.5,POINT(0.5 29.75),0116,Tinerkouk,Adrar,,,,,1.0,2602.0
ALCO0117@2017-01-01,DZA,,,,Deldoul,deldoul,ALCO0117@2017-01-01,,,8647,,,true,Deldoul,,,,,,0117,Deldoul,Adrar,,,,,1.0,2603.0
ALCO0120@2017-01-01,DZA,,,,Metarfa,metarfa,ALCO0120@2017-01-01,,,8438,,,true,Metarfa,,,28.5833,-0.15,POINT(-0.15 28.5833),0120,Metarfa,Adrar,,,,,1.0,2604.0
ALCO0121@2017-01-01,DZA,,,,Ouled Ahmed Tammi,ouled ahmed tammi,ALCO0121@2017-01-01,,,13547,,,true,Ouled Ahmed Tammi,,,27.79632,-0.28543,POINT(-0.28543 27.79632),0121,Ouled Ahmed Tammi,Adrar,,,,,1.0,2605.0
ALCO0124@2017-01-01,DZA,,,,Talmine,talmine,ALCO0124@2017-01-01,,,12768,,,true,Talmine,,,29.3291,-0.49746,POINT(-0.49746 29.3291),0124,Talmine,Adrar,,,,,1.0,2606.0
ALCO0128@2017-01-01,DZA,,,,Timiaouine,timiaouine,ALCO0128@2017-01-01,,,4493,,,true,Timiaouine,,,20.44472,1.79861,POINT(1.79861 20.44472),0128,Timiaouine,Adrar,,,,,1.0,2608.0
ALCO0303@2017-01-01,DZA,,,,Bennasser Benchohra,bennasser benchohra,ALCO0303@2017-01-01,,,9621,,,true,Bennasser Benchohra,,10050,33.75284,3.00287,POINT(3.00287 33.75284),0303,Bennasser Benchohra,Laghouat,,,,,1.0,2610.0
ALCO0304@2017-01-01,DZA,,,,Auberge,auberge,,,,,,,true,Sidi Makhlouf,,,,,,,,,,,,1,1.0,2611.0
ALCO0307@2017-01-01,DZA,,,,Aïn Madhi,ain madhi,ALCO0307@2017-01-01,,,8101,,,true,Aïn Madhi,,1790,33.793875,2.3011,POINT(2.3011 33.793875),0307,Aïn Madhi,Laghouat,,,,,1.0,2612.0
ALCO0310@2017-01-01,DZA,,,,Gueltat Sidi Saad,gueltat sidi saad,ALCO0310@2017-01-01,,,12567,,,true,Gueltat Sidi Saad,,,34.2970048,1.94664,POINT(1.94664 34.2970048),0310,Gueltat Sidi Saad,Laghouat,,,,,1.0,2613.0
ALCO0312@2017-01-01,DZA,,,,Beidha,beidha,ALCO0312@2017-01-01,,,8761,,,true,Beidha,,,34.47475,2.17408,POINT(2.17408 34.47475),0312,Beidha,Laghouat,,,,,1.0,2614.0
ALCO0313@2017-01-01,DZA,,,,Brida,brida,ALCO0313@2017-01-01,,,6395,,,true,Brida,,355,33.966667,1.733333,POINT(1.733333 33.966667),0313,Brida,Laghouat,,,,,1.0,2615.0
ALCO0315@2017-01-01,DZA,,,,Hadj Mechri,hadj mechri,ALCO0315@2017-01-01,,,6357,,,true,Hadj Mechri,,,33.95715,1.59879,POINT(1.59879 33.95715),0315,Hadj Mechri,Laghouat,,,,,1.0,2616.0
ALCO0316@2017-01-01,DZA,,,,Sebgag,sebgag,ALCO0316@2017-01-01,,,5981,,,true,Sebgag,,385,34.02958,1.92798,POINT(1.92798 34.02958),0316,Sebgag,Laghouat,,,,,1.0,2617.0
ALCO0317@2017-01-01,DZA,,,,Taouiala,taouiala,ALCO0317@2017-01-01,,,3172,,,true,Taouiala,,255,33.8688833,1.8605947,POINT(1.8605947 33.8688833),0317,Taouiala,Laghouat,,,,,1.0,2618.0
ALCO0318@2017-01-01,DZA,,,,Tadjrouna,tadjrouna,ALCO0318@2017-01-01,,,4306,,,true,Tadjrouna,,,33.5040434,2.1019077,POINT(2.1019077 33.5040434),0318,Tadjrouna,Laghouat,,,,,1.0,2619.0
ALCO0320@2017-01-01,DZA,,,,El Assafia,el assafia,ALCO0320@2017-01-01,,,5618,,,true,El Assafia,,420,33.833333,2.983333,POINT(2.983333 33.833333),0320,El Assafia,Laghouat,,,,,1.0,2620.0
ALCO0321@2017-01-01,DZA,,,,Oued Morra,oued morra,ALCO0321@2017-01-01,,,5700,,,true,Oued Morra,,360,34.166667,2.316667,POINT(2.316667 34.166667),0321,Oued Morra,Laghouat,,,,,1.0,2621.0
ALCO0322@2017-01-01,DZA,,,,Oued M'Zi,oued m zi,ALCO0322@2017-01-01,,,3129,,,true,Oued M'Zi,,425,33.92422,2.43695,POINT(2.43695 33.92422),0322,Oued M'Zi,Laghouat,,,,,1.0,2622.0
ALCO0324@2017-01-01,DZA,,,,Sidi Bouzid,sidi bouzid,ALCO0324@2017-01-01,,,5191,,,true,Sidi Bouzid,,,34.3429,2.2615,POINT(2.2615 34.3429),0324,Sidi Bouzid,Laghouat,,,,,1.0,2623.0
ALCO0402@2017-01-01,DZA,,,,Suffren,suffren,,,,,,,true,Aïn Beidha,,,,,,,,,,,,2,1.0,2625.0
ALCO0408@2017-01-01,DZA,,,,Aïn Babouche,ain babouche,ALCO0408@2017-01-01,,,16129,,,true,Aïn Babouche,,199,35.9411847,7.1855736,POINT(7.1855736 35.9411847),0408,Aïn Babouche,Oum El Bouaghi,,,,,1.0,2626.0
ALCO0409@2017-01-01,DZA,,,,Jean Rigal,jean rigal,,,,,,,true,Berriche,,,,,,,,,,,,1,1.0,2627.0
ALCO0410@2017-01-01,DZA,,,,Ouled Hamla,ouled hamla,ALCO0410@2017-01-01,,,13112,,,true,Ouled Hamla,,158,36.083333,6.466667,POINT(6.466667 36.083333),0410,Ouled Hamla,Oum El Bouaghi,,,,,1.0,2628.0
ALCO0411@2017-01-01,DZA,,,,Dhalaa,dhalaa,ALCO0411@2017-01-01,,,11439,,,true,Dhalaa,,205,35.544798,7.515678,POINT(7.515678 35.544798),0411,Dhalaa,Oum El Bouaghi,,,,,1.0,2629.0
ALCO0414@2017-01-01,DZA,,,,La Madrague,madrague,,,,,,,true,El Djamila,,,,,,,,,,,,1,1.0,2630.0
ALCO0416@2017-01-01,DZA,,,,Fkirina,fkirina,ALCO0416@2017-01-01,,,12318,,,true,Fkirina,,344,35.6637817,7.2986984,POINT(7.2986984 35.6637817),0416,Fkirina,Oum El Bouaghi,,,,,1.0,2631.0
